18 10 1964
11952 14962.5 15039 23652 5450
regional : 830684, -103, -1109, 81.07, 157800, 4
major : 107417, -904, 1803, 48.95, 218500, 5
major : 687791, 924, 242, 50.05, 240750, 5
hub : 227105, 1284, -2209, 52.14, 230400, 4
regional : 474237, 1253, 2200, 66.66, 175800, 2
regional : 119743, -1703, -2929, 79.31, 164800, 2
regional : 740833, -1040, -1183, 66.44, 150000, 3
major : 555802, 2839, 354, 53.68, 155500, 4
hub : 984826, -405, 1464, 38.39, 203100, 4
regional : 976870, 98, 229, 105.82, 150800, 3
economy : 7002833410, 104, 2, [227105, 976870]
economy : 9721384011, 88, 0, [984826, 740833]
business : 9464913434, 52, 8, [976870, 830684]
economy : 7347470244, 159, 0, [976870, 740833]
economy : 4840553385, 109, 1, [984826, 227105]
economy : 4321654557, 88, 1, [740833, 227105]
economy : 7032687023, 200, 1, [976870, 119743]
economy : 4311535783, 187, 1, [976870, 555802]
economy : 5897391098, 177, 3, [976870, 227105]
economy : 2728836396, 74, 10, [830684, 474237]
business : 9524867091, 123, 1, [740833, 976870]
economy : 9534361504, 73, 0, [830684, 555802]
economy : 5403651614, 123, 1, [474237, 555802]
economy : 8235619470, 67, 1, [740833, 984826]
economy : 8347111341, 178, 1, [107417, 119743]
business : 4647452680, 43, 6, [984826, 227105]
economy : 8856820703, 133, 1, [976870, 830684]
economy : 4675962705, 70, 1, [976870, 107417]
business : 9998287644, 148, 3, [740833, 474237]
business : 7744749411, 87, 1, [830684, 119743]
economy : 8385403808, 56, 4, [107417, 740833]
business : 2970968871, 183, 2, [474237, 555802]
economy : 7294953924, 135, 5, [687791, 474237]
economy : 2166648770, 105, 1, [976870, 687791]
economy : 1885430319, 75, 6, [687791, 555802]
economy : 1368873787, 184, 0, [830684, 119743]
business : 1587269164, 154, 2, [555802, 474237]
business : 5700064226, 198, 2, [555802, 687791]
business : 4321179643, 58, 0, [740833, 555802]
economy : 8303752510, 80, 3, [976870, 555802]
economy : 8592602744, 130, 2, [687791, 119743]
business : 2657106964, 136, 9, [976870, 107417]
economy : 1407549893, 56, 1, [740833, 976870]
luxury : 9544699873, 53, 1, [555802, 119743]
economy : 5324407181, 134, 0, [555802, 976870]
business : 3505676937, 153, 1, [687791, 740833]
business : 2547097874, 185, 1, [107417, 474237]
economy : 1873597691, 79, 1, [227105, 830684]
luxury : 5637063443, 127, 3, [107417, 976870]
economy : 6078540848, 181, 1, [740833, 107417]
economy : 3249338932, 72, 4, [976870, 984826]
economy : 2973020316, 163, 0, [976870, 227105]
economy : 3062161117, 189, 3, [984826, 107417]
economy : 3323142934, 57, 4, [830684, 740833]
economy : 1865472447, 158, 4, [119743, 830684]
economy : 7902088124, 188, 4, [227105, 555802]
economy : 8018965014, 111, 1, [555802, 107417]
economy : 5833356692, 188, 2, [555802, 976870]
economy : 1161764496, 157, 1, [976870, 107417]
luxury : 2235236335, 62, 7, [474237, 687791]
business : 2668734184, 188, 1, [687791, 474237]
economy : 3743110366, 163, 0, [119743, 984826]
luxury : 8106007316, 71, 0, [227105, 555802]
economy : 3435505769, 139, 0, [830684, 555802]
economy : 9256686169, 41, 3, [976870, 984826]
economy : 3584542027, 67, 1, [227105, 119743]
economy : 4615897847, 76, 4, [227105, 976870]
economy : 4369091838, 52, 5, [107417, 740833]
first : 5044576910, 51, 3, [227105, 740833]
business : 2262769616, 159, 3, [227105, 740833]
business : 7549151084, 159, 2, [227105, 740833]
economy : 6357898950, 86, 1, [976870, 474237]
economy : 3877686317, 84, 1, [227105, 555802]
economy : 4773612448, 154, 2, [227105, 119743]
economy : 6142918052, 55, 2, [227105, 107417]
economy : 3141762504, 123, 5, [107417, 830684]
economy : 6592799426, 152, 2, [976870, 984826]
first : 5427284394, 142, 2, [976870, 119743]
economy : 5831675226, 123, 2, [976870, 687791]
economy : 5588415024, 59, 2, [830684, 976870]
economy : 4096126191, 196, 4, [119743, 740833]
economy : 6409853086, 95, 1, [984826, 687791]
economy : 7913054668, 158, 2, [227105, 555802]
economy : 2572452496, 73, 3, [984826, 976870]
economy : 8066154496, 179, 2, [227105, 976870]
economy : 8852014801, 163, 0, [830684, 740833]
economy : 4438425698, 99, 1, [227105, 687791]
economy : 8348062809, 182, 5, [976870, 119743]
economy : 6512952639, 85, 1, [976870, 474237]
economy : 4746098128, 94, 6, [740833, 984826]
economy : 1004857936, 94, 1, [740833, 555802]
business : 3950821617, 155, 2, [107417, 984826]
economy : 8658539569, 43, 2, [107417, 830684]
first : 6520480728, 108, 2, [474237, 740833]
economy : 8357770018, 132, 1, [687791, 976870]
economy : 5643135121, 117, 2, [984826, 740833]
economy : 1344817985, 187, 1, [740833, 474237]
economy : 9901387094, 63, 3, [119743, 830684]
economy : 3182037503, 154, 2, [227105, 474237]
economy : 7406280607, 105, 0, [830684, 227105]
business : 4436702517, 184, 3, [474237, 830684]
business : 3850167235, 58, 2, [687791, 119743]
economy : 6562358471, 172, 9, [474237, 976870]
economy : 1432116872, 47, 1, [555802, 474237]
economy : 2109076907, 72, 5, [119743, 740833]
economy : 3961885243, 157, 1, [227105, 555802]
business : 4480899325, 68, 0, [687791, 976870]
economy : 6657749491, 152, 2, [474237, 227105]
economy : 9043388216, 136, 2, [119743, 107417]
economy : 4526610019, 59, 4, [119743, 227105]
first : 4226871340, 144, 2, [474237, 984826]
economy : 5772496916, 67, 1, [976870, 474237]
economy : 3897972520, 153, 10, [976870, 555802]
economy : 2389491965, 193, 7, [830684, 119743]
economy : 1104163868, 113, 2, [830684, 227105]
economy : 4963721883, 116, 1, [227105, 984826]
business : 5010017360, 44, 6, [687791, 830684]
economy : 3031851705, 150, 0, [119743, 227105]
economy : 3662274452, 142, 2, [119743, 984826]
economy : 2326674529, 150, 0, [107417, 119743]
business : 5097210065, 124, 8, [976870, 107417]
business : 9639118551, 83, 2, [227105, 976870]
economy : 9154602950, 161, 2, [830684, 976870]
business : 7339532890, 61, 2, [830684, 555802]
economy : 5923813408, 51, 4, [976870, 107417]
economy : 7134223260, 112, 1, [119743, 830684]
economy : 3096762650, 79, 2, [740833, 119743]
economy : 5685179168, 164, 3, [984826, 976870]
economy : 1317256575, 73, 2, [687791, 830684]
first : 2255033879, 174, 0, [976870, 227105]
economy : 8265232514, 90, 2, [976870, 687791]
economy : 9836047059, 191, 3, [740833, 555802]
business : 9599421444, 189, 2, [107417, 687791]
economy : 2867033332, 58, 2, [740833, 119743]
economy : 8678097011, 148, 6, [119743, 687791]
economy : 2832090512, 185, 2, [740833, 107417]
economy : 5356325759, 109, 0, [227105, 107417]
economy : 5130148119, 79, 7, [687791, 976870]
economy : 5327433270, 155, 2, [555802, 119743]
economy : 3513376657, 110, 4, [555802, 227105]
economy : 8527575742, 79, 2, [474237, 740833]
first : 2756872382, 141, 2, [687791, 976870]
first : 4118877451, 85, 0, [107417, 227105]
economy : 2688623235, 67, 3, [474237, 687791]
economy : 6037107867, 44, 0, [740833, 474237]
first : 9080736121, 123, 2, [107417, 984826]
economy : 5924543589, 50, 1, [107417, 474237]
economy : 4342009255, 80, 3, [984826, 740833]
economy : 9810141619, 139, 2, [107417, 976870]
business : 6380114721, 123, 4, [976870, 687791]
economy : 2609646576, 134, 10, [687791, 984826]
business : 6629068708, 83, 1, [740833, 227105]
first : 5210821056, 63, 1, [555802, 474237]
economy : 9940709783, 138, 1, [474237, 555802]
first : 9942754594, 94, 2, [227105, 984826]
economy : 5943017021, 140, 5, [107417, 227105]
economy : 4545222056, 108, 2, [687791, 474237]
economy : 9087723620, 60, 10, [830684, 976870]
business : 5082172776, 109, 1, [984826, 227105]
economy : 5204510593, 157, 0, [555802, 474237]
business : 5498668461, 120, 4, [830684, 976870]
economy : 6770302890, 182, 3, [976870, 474237]
economy : 1288534707, 75, 3, [119743, 474237]
economy : 4999265866, 162, 1, [474237, 107417]
business : 1000630788, 70, 7, [119743, 740833]
economy : 8245680291, 91, 2, [984826, 119743]
economy : 2432208240, 59, 2, [119743, 555802]
first : 7508044418, 145, 1, [227105, 107417]
economy : 6378934347, 177, 5, [976870, 119743]
economy : 5199289228, 195, 0, [555802, 474237]
economy : 5228903592, 118, 1, [740833, 687791]
economy : 1529800564, 142, 2, [107417, 687791]
first : 4134736168, 131, 4, [227105, 740833]
economy : 4317197333, 142, 1, [687791, 830684]
economy : 3997908369, 162, 1, [107417, 830684]
economy : 9836129136, 200, 5, [984826, 830684]
economy : 2832535252, 68, 1, [830684, 555802]
business : 7959230872, 150, 0, [984826, 107417]
economy : 6660570752, 160, 1, [119743, 984826]
first : 5263719855, 93, 1, [555802, 687791]
first : 3009809816, 160, 2, [107417, 474237]
economy : 2563413243, 161, 5, [107417, 474237]
economy : 4308080175, 188, 1, [107417, 687791]
business : 5597195660, 137, 3, [474237, 555802]
economy : 8070837571, 123, 3, [227105, 687791]
business : 9102255142, 56, 2, [984826, 740833]
economy : 1022895171, 80, 4, [976870, 687791]
economy : 7861220037, 195, 2, [976870, 119743]
economy : 1801533609, 126, 1, [119743, 830684]
economy : 7909919854, 81, 0, [555802, 984826]
economy : 7682510372, 74, 2, [107417, 740833]
economy : 2756752061, 71, 3, [119743, 474237]
economy : 9102986934, 91, 1, [555802, 107417]
economy : 4355219346, 189, 1, [555802, 740833]
economy : 9691883068, 118, 5, [687791, 984826]
business : 3154214851, 63, 1, [474237, 984826]
economy : 3028257101, 44, 3, [830684, 740833]
economy : 1936338932, 149, 2, [107417, 976870]
economy : 4051117491, 143, 1, [227105, 107417]
business : 3624635580, 180, 3, [976870, 119743]
economy : 4670862828, 134, 1, [687791, 555802]
economy : 3833719618, 65, 1, [830684, 555802]
economy : 7191339292, 194, 1, [119743, 107417]
economy : 3274417074, 45, 2, [984826, 107417]
first : 3374592273, 138, 1, [474237, 227105]
economy : 5525103536, 186, 2, [687791, 227105]
business : 7768006371, 182, 1, [119743, 984826]
economy : 2097272419, 144, 2, [119743, 227105]
business : 9475878267, 134, 0, [555802, 976870]
economy : 5010779862, 97, 2, [119743, 107417]
economy : 2190109559, 55, 2, [474237, 976870]
economy : 7571494816, 71, 1, [119743, 830684]
business : 6101530501, 91, 7, [227105, 555802]
economy : 2798840285, 42, 4, [984826, 830684]
luxury : 6512443164, 121, 4, [119743, 984826]
economy : 9631837954, 53, 3, [976870, 227105]
economy : 5953533429, 53, 5, [474237, 555802]
business : 3002123249, 146, 2, [227105, 107417]
business : 5196184484, 44, 2, [107417, 687791]
economy : 8041709631, 158, 0, [119743, 984826]
business : 8228653472, 194, 4, [555802, 119743]
economy : 6775197901, 186, 1, [740833, 976870]
business : 7953528469, 170, 0, [227105, 740833]
business : 1529964098, 175, 1, [687791, 474237]
business : 1358461793, 73, 2, [976870, 687791]
economy : 2930876759, 93, 1, [555802, 984826]
business : 3967469510, 114, 1, [830684, 687791]
economy : 3807563163, 51, 1, [119743, 984826]
business : 2123052064, 188, 1, [119743, 227105]
economy : 8760682951, 40, 0, [555802, 976870]
business : 7198824354, 43, 0, [984826, 687791]
business : 5311999378, 124, 2, [830684, 740833]
business : 1151549250, 68, 2, [119743, 830684]
economy : 3060916217, 61, 1, [474237, 740833]
economy : 7507769736, 143, 1, [107417, 227105]
economy : 8930980198, 160, 0, [740833, 119743]
economy : 7225831657, 176, 2, [740833, 119743]
first : 8316225853, 164, 1, [474237, 119743]
business : 4941164963, 156, 1, [555802, 830684]
business : 9734786438, 119, 2, [107417, 830684]
economy : 5119067306, 151, 1, [687791, 740833]
first : 9925302353, 105, 1, [555802, 830684]
economy : 2653595379, 66, 2, [687791, 740833]
economy : 7656357819, 68, 1, [555802, 740833]
business : 7119622815, 100, 0, [976870, 740833]
economy : 3145920662, 114, 4, [555802, 740833]
business : 8744666128, 168, 0, [119743, 107417]
economy : 4350272567, 95, 1, [984826, 830684]
economy : 3579549435, 192, 4, [119743, 227105]
business : 1388044590, 91, 4, [555802, 984826]
economy : 5587366577, 108, 3, [830684, 119743]
economy : 8444708363, 83, 0, [976870, 830684]
economy : 4651211241, 165, 2, [976870, 474237]
economy : 5670855265, 189, 1, [119743, 984826]
business : 6190960272, 103, 0, [984826, 474237]
economy : 4219297784, 92, 4, [687791, 984826]
economy : 2996465780, 49, 1, [740833, 687791]
economy : 2092486365, 128, 2, [555802, 976870]
economy : 4337699003, 59, 1, [474237, 555802]
first : 4513306610, 74, 7, [976870, 687791]
first : 1429228111, 109, 1, [830684, 555802]
economy : 6713809658, 87, 1, [119743, 227105]
economy : 3423201282, 153, 1, [227105, 740833]
economy : 8052526254, 47, 8, [830684, 119743]
economy : 6430768282, 107, 1, [227105, 687791]
economy : 9376776266, 46, 0, [474237, 119743]
economy : 2510569109, 194, 2, [119743, 107417]
economy : 9526868565, 147, 1, [119743, 555802]
economy : 7278067663, 41, 0, [107417, 984826]
business : 6804583643, 183, 7, [227105, 976870]
economy : 6025798118, 50, 2, [119743, 740833]
economy : 5267532371, 159, 0, [474237, 107417]
economy : 5092309625, 131, 1, [740833, 119743]
economy : 6426116356, 138, 1, [474237, 976870]
business : 8889834716, 178, 1, [555802, 687791]
business : 4042914868, 85, 1, [830684, 984826]
economy : 3434263588, 151, 2, [555802, 976870]
business : 2864759648, 147, 1, [976870, 830684]
economy : 6034596067, 83, 1, [555802, 830684]
economy : 3545373841, 49, 5, [474237, 740833]
economy : 3564322647, 45, 1, [687791, 107417]
economy : 2492537176, 123, 0, [976870, 687791]
business : 2750109538, 92, 0, [227105, 119743]
economy : 6363144565, 156, 0, [107417, 740833]
economy : 5843507287, 46, 2, [740833, 830684]
economy : 1331306287, 132, 6, [976870, 555802]
economy : 4053587281, 88, 1, [555802, 984826]
business : 4195661942, 182, 1, [119743, 687791]
economy : 5297522389, 196, 4, [227105, 976870]
economy : 1960979691, 108, 1, [555802, 830684]
economy : 8749432953, 59, 10, [687791, 474237]
economy : 9461895237, 72, 6, [227105, 740833]
economy : 2219071366, 158, 2, [687791, 227105]
economy : 8737852290, 141, 3, [227105, 984826]
economy : 3717275106, 108, 1, [976870, 830684]
economy : 7497116002, 121, 1, [687791, 984826]
economy : 9518041135, 54, 1, [976870, 984826]
business : 3799111886, 198, 3, [740833, 976870]
economy : 5204869058, 171, 10, [555802, 687791]
economy : 6852020192, 126, 1, [119743, 555802]
economy : 6223987250, 127, 4, [976870, 474237]
economy : 5272957162, 192, 0, [227105, 555802]
business : 8575697587, 145, 1, [119743, 107417]
economy : 7122483319, 45, 0, [119743, 107417]
economy : 5110280279, 199, 1, [976870, 830684]
first : 1390506355, 90, 0, [555802, 984826]
first : 6550130760, 86, 4, [740833, 555802]
economy : 1581587987, 148, 0, [984826, 555802]
economy : 2671886759, 94, 0, [474237, 107417]
economy : 2369228262, 44, 2, [227105, 555802]
luxury : 8318318605, 74, 0, [227105, 119743]
business : 5210438437, 79, 0, [984826, 474237]
business : 9991256482, 189, 1, [976870, 740833]
economy : 6981719398, 56, 2, [740833, 555802]
economy : 6219496585, 119, 4, [740833, 830684]
economy : 5238399848, 129, 0, [984826, 227105]
economy : 8655278351, 146, 2, [107417, 227105]
business : 1731966946, 57, 3, [984826, 107417]
economy : 2737003562, 135, 0, [107417, 740833]
business : 5237139797, 42, 2, [984826, 227105]
economy : 8019083778, 45, 0, [474237, 976870]
business : 4884238299, 155, 5, [984826, 555802]
economy : 6168555900, 58, 0, [555802, 740833]
economy : 2957014266, 141, 2, [474237, 227105]
economy : 1121633390, 41, 3, [119743, 687791]
economy : 8727415423, 54, 1, [107417, 830684]
business : 1843803959, 71, 3, [687791, 227105]
economy : 5610917910, 181, 1, [984826, 830684]
economy : 7570656298, 118, 2, [227105, 555802]
economy : 6028715601, 171, 7, [119743, 107417]
economy : 2280429384, 77, 1, [555802, 740833]
business : 9933856939, 44, 2, [976870, 830684]
economy : 9047439844, 173, 5, [740833, 984826]
economy : 5907022813, 178, 1, [227105, 687791]
economy : 6215774241, 166, 3, [119743, 107417]
economy : 6960279869, 177, 0, [107417, 474237]
luxury : 5131934582, 84, 0, [976870, 687791]
economy : 2392591930, 130, 9, [687791, 474237]
economy : 1092678489, 158, 1, [984826, 555802]
business : 8408273018, 96, 3, [227105, 976870]
economy : 7939379823, 69, 2, [740833, 119743]
economy : 1670750278, 168, 5, [227105, 740833]
economy : 8301905901, 49, 1, [830684, 984826]
first : 7840049488, 187, 4, [119743, 984826]
economy : 8152017378, 114, 0, [227105, 976870]
business : 2159957051, 174, 0, [555802, 830684]
business : 1135870275, 49, 2, [119743, 687791]
economy : 5869083112, 189, 1, [107417, 984826]
business : 9425188209, 164, 3, [227105, 107417]
economy : 2755784437, 57, 8, [830684, 976870]
economy : 2546675452, 198, 3, [555802, 227105]
economy : 3276312931, 118, 10, [119743, 984826]
economy : 2703446825, 101, 1, [976870, 555802]
luxury : 4986375874, 139, 2, [984826, 740833]
business : 2611525471, 134, 7, [976870, 687791]
economy : 4459509547, 72, 2, [227105, 555802]
economy : 8581437873, 61, 2, [687791, 107417]
business : 3843526729, 44, 2, [555802, 474237]
economy : 7009050385, 66, 10, [107417, 687791]
economy : 3971412341, 49, 1, [107417, 555802]
first : 1129486519, 143, 1, [474237, 984826]
economy : 3395448965, 199, 3, [555802, 830684]
economy : 9354391591, 60, 0, [687791, 474237]
economy : 9534237800, 48, 4, [119743, 740833]
economy : 8379418257, 112, 1, [119743, 984826]
business : 7531557219, 40, 0, [687791, 107417]
economy : 9720249748, 121, 2, [740833, 984826]
business : 8690978196, 129, 4, [830684, 119743]
business : 5050209335, 196, 6, [976870, 830684]
business : 5245416078, 65, 2, [227105, 830684]
economy : 5497258877, 108, 5, [474237, 107417]
business : 4721201284, 89, 1, [830684, 107417]
economy : 5375033951, 185, 2, [474237, 227105]
economy : 1042620836, 139, 1, [227105, 119743]
economy : 8082527491, 42, 0, [119743, 107417]
economy : 2809951130, 56, 0, [474237, 740833]
economy : 6232824971, 190, 3, [474237, 830684]
economy : 3158519009, 122, 3, [976870, 830684]
economy : 5489282772, 162, 1, [474237, 687791]
economy : 3794179561, 90, 1, [107417, 555802]
economy : 9574503542, 81, 2, [474237, 830684]
economy : 4442478076, 88, 0, [740833, 984826]
business : 9038537395, 79, 10, [984826, 227105]
economy : 1261812909, 50, 10, [830684, 474237]
economy : 6489353334, 113, 1, [976870, 830684]
economy : 7484839130, 80, 2, [474237, 830684]
economy : 3702629483, 100, 4, [740833, 227105]
economy : 8310269822, 53, 2, [555802, 740833]
economy : 4046196791, 52, 1, [474237, 555802]
economy : 4632906982, 141, 1, [976870, 830684]
economy : 5598297757, 105, 3, [976870, 740833]
economy : 6924014627, 66, 3, [119743, 687791]
first : 7228026755, 150, 2, [984826, 555802]
economy : 8901162644, 193, 1, [687791, 740833]
business : 3706933267, 141, 1, [984826, 976870]
economy : 4616363562, 119, 1, [227105, 555802]
economy : 9383579654, 184, 1, [740833, 119743]
economy : 3023133270, 65, 2, [227105, 830684]
economy : 1276500002, 44, 1, [107417, 976870]
economy : 3051383416, 148, 8, [555802, 107417]
economy : 5628002230, 135, 5, [740833, 830684]
economy : 6718758851, 192, 3, [119743, 740833]
economy : 1014173581, 127, 3, [107417, 976870]
first : 2666009218, 64, 1, [474237, 107417]
business : 5444540430, 76, 1, [976870, 474237]
economy : 4583608283, 189, 0, [687791, 830684]
business : 7899036034, 185, 4, [740833, 830684]
business : 2868246838, 177, 1, [687791, 107417]
economy : 5090121597, 88, 1, [740833, 984826]
economy : 3082985669, 166, 1, [119743, 474237]
economy : 4706462118, 59, 2, [119743, 107417]
business : 3392072423, 159, 0, [687791, 976870]
economy : 1747098131, 49, 3, [119743, 976870]
economy : 8414174302, 116, 2, [830684, 740833]
economy : 9810189013, 183, 1, [107417, 474237]
economy : 4778563158, 102, 1, [119743, 740833]
economy : 5565641880, 182, 1, [830684, 976870]
economy : 9931297684, 136, 7, [976870, 119743]
business : 4801593569, 157, 1, [227105, 107417]
economy : 4969464256, 41, 0, [227105, 976870]
business : 3764043680, 64, 2, [474237, 830684]
economy : 5287420243, 142, 2, [976870, 227105]
economy : 8968524752, 197, 8, [830684, 740833]
economy : 4422338148, 136, 1, [976870, 227105]
economy : 3380081718, 119, 2, [687791, 119743]
economy : 1661110058, 122, 1, [555802, 119743]
economy : 9359660868, 104, 0, [107417, 227105]
economy : 1926023766, 182, 2, [555802, 227105]
economy : 5863472260, 164, 0, [119743, 474237]
economy : 2552450982, 64, 1, [984826, 976870]
economy : 3375730985, 125, 2, [119743, 227105]
business : 7794129899, 73, 1, [119743, 227105]
first : 7788880801, 46, 2, [830684, 119743]
first : 7169962273, 182, 1, [227105, 119743]
economy : 1148611223, 46, 1, [984826, 474237]
business : 2220429840, 77, 0, [227105, 740833]
economy : 7181122741, 126, 2, [984826, 830684]
economy : 8231496294, 97, 8, [555802, 984826]
economy : 3635305517, 121, 2, [474237, 119743]
economy : 4680058715, 182, 1, [740833, 830684]
economy : 7129273831, 80, 1, [830684, 976870]
economy : 9757183157, 128, 2, [687791, 976870]
economy : 9134650176, 109, 4, [984826, 227105]
economy : 2225015615, 40, 2, [555802, 740833]
economy : 3160639934, 54, 3, [984826, 107417]
economy : 4378855962, 104, 0, [474237, 227105]
economy : 5004422252, 63, 2, [555802, 227105]
economy : 5444348844, 81, 5, [740833, 984826]
economy : 5728966706, 129, 5, [687791, 474237]
economy : 5143374002, 125, 2, [119743, 227105]
business : 3700491427, 120, 2, [107417, 984826]
economy : 3271069270, 60, 1, [984826, 976870]
economy : 7511003305, 196, 3, [227105, 830684]
economy : 7067120062, 124, 2, [687791, 984826]
first : 4434592269, 94, 1, [227105, 976870]
economy : 3281407509, 177, 2, [830684, 474237]
economy : 6333535651, 64, 2, [984826, 119743]
business : 3829708438, 150, 2, [227105, 107417]
economy : 4007106733, 58, 4, [830684, 687791]
economy : 4410204518, 69, 3, [830684, 555802]
economy : 5258833384, 182, 0, [976870, 119743]
business : 2058334599, 130, 10, [830684, 740833]
business : 4136375944, 92, 1, [976870, 984826]
economy : 1264571332, 81, 0, [555802, 687791]
economy : 5605084943, 81, 0, [830684, 107417]
economy : 7848850212, 155, 1, [740833, 984826]
business : 8875360630, 42, 0, [740833, 119743]
economy : 6114280744, 62, 2, [976870, 474237]
economy : 6371529405, 90, 0, [119743, 740833]
business : 7576719738, 113, 3, [227105, 830684]
economy : 4018254559, 62, 1, [984826, 119743]
economy : 9369399074, 148, 0, [107417, 976870]
economy : 4004871831, 180, 7, [740833, 474237]
economy : 8249470752, 175, 2, [555802, 830684]
economy : 8978351455, 137, 4, [474237, 976870]
economy : 9836417453, 155, 0, [830684, 740833]
business : 2867594867, 160, 2, [830684, 740833]
first : 7184841043, 134, 1, [740833, 474237]
economy : 8212519408, 71, 2, [555802, 687791]
economy : 5895030818, 52, 3, [984826, 687791]
economy : 9107385263, 88, 0, [107417, 555802]
luxury : 6029113804, 103, 0, [687791, 740833]
economy : 5073252978, 124, 1, [474237, 830684]
economy : 7060844329, 77, 3, [474237, 107417]
economy : 2631545737, 169, 6, [107417, 687791]
economy : 9701035492, 187, 7, [555802, 976870]
economy : 3219193717, 107, 1, [474237, 107417]
first : 2030299989, 94, 5, [555802, 976870]
economy : 3827295431, 84, 5, [830684, 555802]
economy : 5879956044, 175, 0, [687791, 976870]
economy : 2576484203, 115, 2, [227105, 976870]
economy : 8711154383, 135, 1, [227105, 984826]
economy : 5587573049, 83, 1, [107417, 830684]
economy : 2148704283, 73, 9, [107417, 119743]
first : 6697724467, 51, 8, [227105, 984826]
economy : 3707412206, 195, 1, [227105, 555802]
economy : 1619721903, 74, 1, [227105, 119743]
first : 2301748216, 51, 2, [555802, 107417]
first : 1188199061, 62, 1, [555802, 976870]
economy : 6090414282, 43, 2, [830684, 740833]
economy : 2360796582, 107, 2, [107417, 227105]
business : 1634551672, 112, 9, [474237, 976870]
first : 6853307192, 102, 7, [830684, 687791]
first : 4867913113, 154, 2, [687791, 119743]
economy : 1246328327, 135, 2, [976870, 687791]
luxury : 8244813703, 186, 0, [984826, 687791]
economy : 2009286408, 171, 4, [740833, 555802]
economy : 5270493558, 119, 1, [474237, 107417]
economy : 8137228538, 112, 1, [555802, 474237]
economy : 4347344517, 115, 3, [740833, 687791]
economy : 7765073928, 65, 1, [984826, 830684]
economy : 8624656331, 98, 4, [555802, 976870]
economy : 8067604618, 78, 0, [687791, 984826]
economy : 9265225484, 169, 1, [984826, 555802]
economy : 2312765814, 76, 1, [740833, 687791]
economy : 5146925025, 87, 1, [740833, 984826]
business : 6764714357, 60, 0, [830684, 984826]
business : 5111505362, 44, 0, [830684, 976870]
first : 4094255256, 158, 3, [976870, 227105]
economy : 2496109786, 90, 1, [119743, 687791]
economy : 9052780375, 78, 2, [107417, 984826]
economy : 7832910702, 199, 1, [227105, 984826]
economy : 2402205323, 130, 4, [687791, 107417]
economy : 4223511177, 101, 2, [830684, 119743]
economy : 1801295460, 109, 1, [687791, 227105]
business : 6208830425, 122, 0, [740833, 687791]
economy : 1313639486, 143, 10, [555802, 119743]
economy : 7770105545, 87, 1, [555802, 687791]
business : 1072318305, 131, 1, [555802, 976870]
business : 3436417986, 184, 1, [555802, 227105]
economy : 3678419285, 163, 0, [976870, 227105]
economy : 6683674477, 42, 1, [687791, 227105]
economy : 8519514167, 173, 1, [107417, 984826]
economy : 4229513261, 134, 1, [687791, 107417]
luxury : 5771743073, 108, 6, [119743, 830684]
economy : 7406020905, 99, 3, [984826, 555802]
first : 4321805233, 143, 1, [227105, 976870]
business : 5869895680, 95, 3, [555802, 976870]
economy : 8966516358, 95, 1, [227105, 687791]
economy : 9410004906, 89, 3, [740833, 107417]
luxury : 6900573163, 186, 2, [984826, 687791]
first : 7230888064, 183, 2, [976870, 107417]
economy : 5986704709, 133, 3, [687791, 976870]
economy : 9342964874, 171, 0, [740833, 984826]
business : 1989608041, 75, 1, [474237, 555802]
business : 3693444021, 145, 8, [740833, 227105]
economy : 8863407447, 74, 2, [976870, 740833]
economy : 1257881664, 47, 2, [107417, 227105]
economy : 7528241038, 185, 2, [227105, 976870]
economy : 1810599035, 167, 3, [227105, 976870]
economy : 1240732516, 160, 1, [555802, 119743]
economy : 5480125128, 144, 2, [976870, 830684]
economy : 3037585430, 63, 4, [227105, 107417]
economy : 7502630528, 89, 2, [830684, 119743]
economy : 6127649579, 65, 1, [227105, 984826]
business : 9971293769, 186, 1, [119743, 555802]
economy : 7105022888, 44, 4, [740833, 227105]
business : 4678461985, 188, 2, [687791, 830684]
economy : 6325346985, 61, 3, [740833, 976870]
economy : 3436207943, 164, 1, [984826, 687791]
luxury : 2684778740, 76, 5, [984826, 740833]
economy : 1801237618, 96, 2, [740833, 555802]
economy : 2034738042, 185, 4, [687791, 474237]
business : 1917394087, 131, 0, [984826, 740833]
economy : 4171726749, 60, 2, [107417, 474237]
economy : 1720352045, 175, 0, [830684, 976870]
economy : 8929956909, 170, 2, [119743, 107417]
economy : 9971223026, 160, 1, [119743, 107417]
business : 9976384953, 47, 1, [227105, 830684]
economy : 8497349284, 197, 2, [740833, 119743]
economy : 7922857968, 53, 1, [107417, 474237]
economy : 7565118333, 186, 2, [984826, 976870]
first : 8666345320, 76, 1, [687791, 984826]
economy : 4838489974, 52, 2, [740833, 119743]
business : 3368801288, 105, 0, [555802, 984826]
economy : 6398360017, 196, 2, [227105, 555802]
business : 5748705976, 191, 2, [740833, 830684]
economy : 6303916911, 174, 0, [830684, 976870]
economy : 6157299766, 71, 10, [984826, 976870]
economy : 8796646993, 43, 1, [740833, 555802]
business : 3132349427, 96, 5, [107417, 474237]
economy : 8460385412, 167, 1, [555802, 830684]
business : 6134699342, 195, 0, [740833, 107417]
business : 4593806026, 146, 2, [687791, 107417]
business : 8521697447, 69, 1, [984826, 227105]
economy : 8658835276, 155, 1, [555802, 687791]
first : 4337039578, 87, 2, [830684, 976870]
