13 10 2469
9756 15075.0 15957 18648 5640
hub : 405377, -1657, 714, 43.67, 157800, 8
hub : 602366, -2905, 0, 41.47, 279000, 7
regional : 252662, -400, 2419, 75.57, 107800, 3
regional : 768071, -2620, 1868, 98.12, 140200, 4
hub : 376964, 316, 3097, 38.28, 234300, 9
major : 810348, 602, 1202, 71.61, 233250, 4
major : 621434, 2394, -148, 73.04, 227000, 6
hub : 349241, -53, -415, 55.99, 215400, 5
major : 451688, 1616, -613, 74.47, 188500, 4
major : 191771, 927, -409, 60.72, 162500, 6
economy : 3939669828, 176, 2, [376964, 349241]
economy : 4352877905, 142, 1, [252662, 602366]
economy : 2932137372, 130, 0, [376964, 621434]
business : 9432160872, 173, 1, [810348, 376964]
economy : 2118196102, 167, 2, [349241, 768071]
economy : 7550941692, 147, 1, [768071, 621434]
business : 7798557176, 47, 2, [349241, 376964]
economy : 1541705071, 108, 1, [621434, 405377]
economy : 9565729075, 154, 1, [768071, 252662]
business : 3703961551, 131, 2, [451688, 191771]
economy : 4050241419, 121, 1, [405377, 810348]
economy : 6210116777, 44, 5, [451688, 768071]
economy : 9731550128, 47, 1, [451688, 405377]
business : 1487415215, 158, 2, [602366, 405377]
economy : 9906809182, 91, 4, [810348, 451688]
business : 2915157234, 118, 0, [191771, 376964]
business : 5302045781, 45, 3, [405377, 349241]
business : 3811123316, 167, 2, [252662, 376964]
first : 5855461195, 46, 1, [349241, 191771]
economy : 5613775488, 179, 1, [451688, 349241]
economy : 8816422580, 42, 1, [810348, 349241]
business : 7148215146, 65, 2, [768071, 810348]
economy : 4700412178, 46, 2, [602366, 191771]
business : 8901064918, 131, 5, [602366, 451688]
business : 8043590001, 161, 1, [768071, 451688]
economy : 9640542618, 65, 1, [349241, 252662]
business : 5169541157, 184, 9, [405377, 768071]
economy : 3690076772, 126, 2, [621434, 768071]
economy : 6418707204, 64, 3, [349241, 191771]
economy : 9996809354, 102, 2, [768071, 810348]
business : 2096458916, 82, 5, [768071, 376964]
business : 4288978319, 173, 1, [810348, 376964]
economy : 2023179149, 50, 0, [810348, 349241]
economy : 3059242080, 93, 4, [768071, 451688]
business : 3247808247, 89, 1, [768071, 252662]
economy : 1088075666, 94, 2, [349241, 621434]
economy : 8385768403, 170, 1, [376964, 191771]
first : 4569202759, 50, 2, [768071, 602366]
economy : 7254661769, 190, 0, [405377, 768071]
economy : 7809446021, 69, 2, [405377, 768071]
luxury : 7524634108, 55, 1, [810348, 451688]
economy : 2078917935, 55, 3, [621434, 810348]
business : 5596558700, 172, 1, [768071, 602366]
economy : 9013577561, 176, 0, [405377, 810348]
business : 3255019826, 176, 0, [252662, 621434]
economy : 3121512509, 174, 0, [602366, 810348]
economy : 3881727969, 152, 1, [621434, 349241]
economy : 5459076471, 119, 4, [810348, 405377]
economy : 1555756539, 161, 8, [376964, 810348]
first : 6701049300, 135, 0, [405377, 602366]
business : 6145040334, 70, 0, [621434, 405377]
economy : 5122222774, 93, 1, [349241, 810348]
economy : 8883513512, 87, 2, [621434, 810348]
economy : 3363929622, 110, 0, [621434, 376964]
economy : 3472681570, 147, 2, [252662, 602366]
economy : 3893784562, 178, 1, [252662, 376964]
economy : 4052155199, 69, 2, [768071, 621434]
economy : 4197269072, 170, 0, [602366, 621434]
economy : 2678789107, 127, 6, [191771, 602366]
economy : 7117648631, 52, 1, [405377, 621434]
economy : 3292652006, 162, 1, [768071, 451688]
luxury : 6432919138, 104, 0, [602366, 376964]
economy : 3764413133, 133, 6, [451688, 768071]
economy : 5774828574, 73, 5, [405377, 621434]
economy : 9856919926, 169, 1, [768071, 810348]
business : 2469371321, 93, 2, [252662, 810348]
economy : 4606776168, 57, 2, [451688, 252662]
economy : 3130334791, 69, 2, [405377, 376964]
economy : 9542233461, 105, 1, [376964, 252662]
business : 9254198017, 162, 1, [252662, 810348]
economy : 2431769602, 126, 2, [621434, 810348]
first : 5730784390, 117, 0, [768071, 810348]
economy : 6504459253, 110, 1, [349241, 810348]
business : 2445857784, 168, 0, [191771, 768071]
business : 4651272278, 120, 3, [191771, 621434]
economy : 4999648458, 40, 1, [405377, 451688]
business : 3189613591, 69, 4, [349241, 810348]
economy : 1361121686, 196, 2, [191771, 621434]
economy : 6003831427, 53, 3, [621434, 191771]
economy : 8232579245, 166, 1, [621434, 252662]
business : 8425123399, 128, 2, [191771, 621434]
economy : 7210058401, 182, 3, [349241, 376964]
first : 8749703680, 198, 0, [252662, 349241]
business : 3036669676, 147, 0, [602366, 191771]
economy : 2797278391, 200, 0, [376964, 621434]
economy : 1452971888, 110, 8, [191771, 768071]
business : 8090276177, 83, 2, [621434, 405377]
first : 2716194855, 167, 2, [602366, 621434]
economy : 1024884482, 159, 1, [810348, 405377]
economy : 5251647284, 156, 1, [768071, 252662]
business : 6469986891, 193, 2, [191771, 405377]
first : 7453374791, 172, 2, [349241, 602366]
business : 1008666614, 158, 1, [451688, 405377]
economy : 1968994197, 61, 2, [768071, 191771]
economy : 9861848470, 150, 8, [621434, 376964]
first : 8088123925, 189, 5, [405377, 768071]
economy : 6743981870, 75, 3, [768071, 451688]
luxury : 5508910486, 177, 2, [405377, 810348]
luxury : 9782883972, 186, 2, [349241, 621434]
economy : 5734609594, 82, 3, [349241, 810348]
business : 7521543928, 135, 5, [451688, 349241]
first : 2027451485, 55, 2, [810348, 602366]
economy : 3477793136, 131, 1, [451688, 405377]
business : 5267320778, 91, 0, [810348, 191771]
economy : 2331035740, 52, 0, [252662, 768071]
economy : 5901077999, 162, 1, [602366, 621434]
economy : 7862848257, 44, 1, [621434, 768071]
economy : 8172139138, 134, 3, [451688, 349241]
business : 7594905146, 153, 1, [602366, 252662]
economy : 3263563280, 93, 2, [376964, 451688]
economy : 2494972069, 194, 1, [252662, 349241]
economy : 1463116668, 186, 1, [810348, 252662]
business : 3952585434, 109, 2, [349241, 376964]
business : 5151319259, 124, 1, [810348, 451688]
economy : 4127463241, 162, 4, [405377, 376964]
business : 9201110185, 79, 1, [349241, 810348]
economy : 9453281061, 61, 1, [405377, 602366]
business : 4855287661, 113, 2, [252662, 768071]
economy : 7168825102, 72, 6, [451688, 768071]
business : 5255562570, 158, 0, [376964, 451688]
economy : 5409595786, 108, 1, [252662, 621434]
business : 1672808871, 191, 2, [602366, 191771]
economy : 4799098061, 186, 1, [252662, 451688]
economy : 1617428574, 113, 1, [252662, 768071]
economy : 7614250221, 62, 1, [349241, 451688]
economy : 7846039351, 170, 1, [191771, 451688]
business : 3485296238, 46, 1, [405377, 602366]
first : 8013455080, 169, 3, [191771, 376964]
economy : 4529233510, 63, 1, [252662, 349241]
economy : 1989723558, 97, 8, [451688, 349241]
economy : 7306267124, 78, 1, [810348, 376964]
business : 4138251504, 65, 5, [405377, 349241]
economy : 2055984540, 170, 0, [405377, 451688]
economy : 3240400021, 111, 0, [252662, 349241]
economy : 6755765555, 136, 4, [621434, 191771]
economy : 1115948901, 152, 5, [810348, 405377]
business : 4224028596, 52, 3, [768071, 451688]
economy : 6182637985, 54, 0, [602366, 768071]
economy : 3601083107, 50, 2, [810348, 602366]
economy : 4832635751, 175, 2, [405377, 191771]
business : 5418588254, 124, 0, [621434, 451688]
economy : 6358301194, 117, 4, [349241, 191771]
business : 1888763135, 72, 2, [810348, 191771]
economy : 4106160797, 161, 2, [810348, 405377]
business : 8603322498, 188, 2, [768071, 602366]
business : 3714642631, 95, 4, [810348, 768071]
economy : 3871273633, 160, 0, [252662, 768071]
economy : 4470720938, 152, 4, [451688, 191771]
business : 8553343408, 134, 2, [810348, 252662]
economy : 4313749717, 191, 5, [191771, 405377]
business : 1401210381, 165, 5, [376964, 191771]
economy : 3388083442, 59, 2, [768071, 621434]
economy : 3714897508, 153, 2, [621434, 376964]
economy : 7444722491, 152, 4, [451688, 810348]
business : 5044999943, 114, 4, [252662, 621434]
economy : 7625982112, 155, 1, [621434, 252662]
economy : 8583745544, 54, 0, [602366, 451688]
first : 7290968165, 98, 7, [376964, 349241]
economy : 8413191727, 109, 2, [349241, 810348]
economy : 9280074882, 88, 1, [376964, 252662]
economy : 9105033734, 89, 2, [451688, 252662]
business : 8626686157, 68, 2, [810348, 621434]
economy : 6135852112, 196, 7, [451688, 405377]
business : 8275217430, 128, 0, [602366, 405377]
economy : 1884551891, 156, 2, [252662, 349241]
economy : 3466857067, 60, 1, [191771, 451688]
economy : 4379503548, 150, 5, [810348, 349241]
economy : 9991228656, 55, 0, [349241, 810348]
economy : 7474296411, 58, 1, [768071, 252662]
business : 1305435184, 115, 1, [191771, 810348]
economy : 6020004129, 180, 9, [451688, 376964]
economy : 2707442509, 196, 3, [810348, 451688]
business : 7035631364, 104, 1, [602366, 349241]
economy : 5417489923, 59, 3, [768071, 621434]
economy : 7453383746, 165, 2, [376964, 252662]
economy : 2208823346, 92, 0, [376964, 451688]
business : 3528079379, 61, 2, [376964, 451688]
first : 3622852304, 94, 2, [621434, 405377]
economy : 3123635956, 65, 0, [451688, 252662]
economy : 5179486714, 180, 1, [451688, 349241]
economy : 5115065212, 194, 1, [810348, 768071]
business : 6341817029, 126, 1, [376964, 621434]
business : 1109864607, 45, 2, [451688, 810348]
economy : 8626858861, 71, 1, [252662, 349241]
economy : 5945819114, 166, 2, [621434, 349241]
economy : 7887395029, 184, 8, [349241, 252662]
economy : 8751391722, 147, 4, [405377, 191771]
economy : 6379178643, 43, 0, [451688, 602366]
economy : 3244638797, 177, 1, [451688, 621434]
economy : 7166940974, 171, 1, [451688, 810348]
economy : 6512546736, 168, 0, [621434, 376964]
economy : 6317426919, 129, 2, [768071, 621434]
economy : 9937709555, 129, 1, [810348, 376964]
economy : 6787402211, 53, 2, [451688, 810348]
economy : 2464601244, 93, 0, [349241, 810348]
economy : 4489368177, 76, 1, [252662, 376964]
first : 6786690706, 182, 2, [349241, 810348]
business : 5181112126, 77, 2, [768071, 810348]
economy : 1197731115, 199, 0, [621434, 810348]
economy : 2294812812, 105, 4, [621434, 376964]
luxury : 6722586823, 48, 1, [621434, 768071]
economy : 6508507612, 45, 2, [451688, 621434]
economy : 6844487079, 55, 5, [252662, 602366]
economy : 7054892333, 149, 3, [405377, 602366]
economy : 4057548498, 72, 3, [191771, 451688]
business : 2094553405, 151, 3, [376964, 451688]
economy : 3260721986, 172, 7, [252662, 191771]
economy : 3601280548, 64, 0, [602366, 451688]
business : 9293503731, 135, 5, [602366, 252662]
economy : 6334631509, 194, 9, [376964, 768071]
first : 3210183090, 142, 8, [191771, 602366]
economy : 3126821411, 80, 1, [376964, 191771]
economy : 3977395811, 105, 1, [451688, 349241]
luxury : 7548869114, 190, 2, [376964, 252662]
economy : 1795883002, 112, 2, [810348, 349241]
business : 5880439433, 94, 2, [252662, 376964]
economy : 5619183018, 132, 0, [768071, 191771]
economy : 2470925528, 169, 5, [621434, 349241]
economy : 2601141158, 87, 4, [602366, 376964]
business : 1214258209, 74, 2, [405377, 810348]
economy : 5425040921, 44, 2, [349241, 810348]
economy : 2880907071, 139, 3, [451688, 621434]
economy : 2399880785, 147, 2, [349241, 621434]
economy : 2926281408, 164, 4, [602366, 191771]
economy : 8658422393, 116, 2, [349241, 768071]
economy : 7813604297, 149, 3, [252662, 602366]
business : 4805942704, 51, 8, [810348, 405377]
economy : 1037847520, 67, 3, [252662, 349241]
economy : 6172331221, 105, 1, [602366, 451688]
economy : 1981714921, 198, 1, [405377, 602366]
first : 5455277209, 161, 2, [252662, 621434]
economy : 7919108075, 120, 3, [405377, 349241]
luxury : 4493401311, 161, 2, [621434, 768071]
business : 6818795837, 186, 2, [602366, 810348]
economy : 1552323813, 126, 2, [349241, 810348]
economy : 3865126972, 68, 2, [810348, 768071]
economy : 6350404838, 82, 0, [405377, 191771]
economy : 4883323284, 92, 1, [768071, 810348]
economy : 4957479210, 45, 1, [451688, 810348]
economy : 5677007993, 197, 2, [252662, 621434]
economy : 4435623657, 49, 1, [405377, 768071]
business : 8258572202, 160, 1, [451688, 768071]
economy : 7336428613, 124, 1, [621434, 252662]
business : 1901630225, 154, 2, [349241, 621434]
economy : 2749688743, 129, 0, [191771, 602366]
first : 7838856241, 175, 3, [602366, 405377]
luxury : 5934985103, 138, 1, [405377, 376964]
economy : 7957220173, 152, 0, [602366, 376964]
business : 5964211060, 63, 1, [191771, 602366]
economy : 9943433773, 62, 3, [621434, 451688]
business : 3988296165, 105, 1, [810348, 602366]
economy : 5834791584, 108, 0, [602366, 810348]
luxury : 7205459905, 129, 3, [252662, 621434]
economy : 9298438922, 57, 3, [349241, 602366]
first : 7760399575, 59, 0, [252662, 376964]
economy : 8769111454, 87, 2, [621434, 376964]
economy : 9769884896, 137, 2, [252662, 349241]
economy : 8783450957, 82, 1, [451688, 602366]
economy : 2349012344, 63, 1, [252662, 451688]
economy : 1356897574, 152, 0, [191771, 768071]
business : 1052163829, 181, 1, [191771, 376964]
business : 8500770006, 138, 3, [810348, 621434]
economy : 2064416014, 181, 0, [191771, 621434]
economy : 8516635364, 156, 3, [602366, 621434]
economy : 6183191282, 135, 1, [252662, 451688]
luxury : 2668767312, 185, 2, [252662, 621434]
economy : 5626801313, 174, 8, [810348, 405377]
business : 2428566568, 191, 2, [810348, 376964]
economy : 7850196016, 188, 5, [451688, 349241]
economy : 5851457608, 152, 8, [768071, 602366]
economy : 2434809785, 188, 10, [191771, 602366]
economy : 7500785953, 124, 3, [405377, 451688]
economy : 3581197635, 123, 10, [621434, 191771]
economy : 9347155397, 66, 3, [349241, 768071]
economy : 3239635926, 137, 6, [810348, 602366]
economy : 4820836727, 101, 0, [349241, 252662]
economy : 4417321018, 49, 2, [621434, 602366]
economy : 7926065709, 109, 3, [621434, 602366]
economy : 8435202159, 167, 2, [602366, 405377]
economy : 1134278843, 86, 1, [810348, 451688]
economy : 9478878319, 95, 1, [349241, 376964]
economy : 4997055307, 106, 1, [252662, 376964]
economy : 1887785545, 45, 0, [810348, 376964]
economy : 7755277108, 178, 6, [349241, 768071]
business : 5365476334, 71, 1, [621434, 349241]
economy : 1814266829, 137, 4, [252662, 768071]
economy : 1842923518, 62, 4, [191771, 768071]
business : 5985989318, 84, 6, [405377, 451688]
economy : 1453419794, 176, 2, [621434, 252662]
economy : 7123543163, 148, 5, [451688, 621434]
business : 1761729521, 80, 8, [252662, 405377]
economy : 9001903135, 200, 2, [602366, 191771]
business : 6230768728, 96, 2, [621434, 810348]
economy : 9083960043, 143, 2, [191771, 376964]
economy : 1620167813, 194, 5, [451688, 376964]
economy : 9243420339, 66, 1, [349241, 451688]
economy : 9296299267, 184, 2, [451688, 252662]
economy : 8893859958, 86, 2, [451688, 810348]
economy : 7569421212, 162, 0, [602366, 191771]
economy : 8324528617, 52, 1, [621434, 376964]
economy : 5249978778, 121, 2, [768071, 810348]
business : 7243029915, 132, 2, [451688, 768071]
economy : 9535586485, 175, 1, [405377, 451688]
business : 6712468236, 190, 3, [810348, 602366]
business : 7847113437, 161, 0, [376964, 252662]
economy : 2215455551, 86, 0, [602366, 451688]
economy : 7368870580, 157, 1, [191771, 376964]
business : 8854633846, 174, 2, [810348, 191771]
economy : 9810195260, 186, 2, [191771, 349241]
business : 3903717661, 77, 1, [405377, 451688]
economy : 8663468260, 194, 1, [252662, 349241]
first : 6658280996, 63, 1, [621434, 602366]
economy : 2546669486, 56, 1, [349241, 602366]
economy : 1561396631, 42, 2, [451688, 405377]
economy : 6720164534, 149, 2, [451688, 405377]
economy : 4412404685, 47, 7, [810348, 602366]
economy : 2555760154, 176, 7, [602366, 768071]
economy : 3699059230, 98, 2, [621434, 349241]
economy : 9047625998, 157, 0, [451688, 252662]
economy : 3940529841, 178, 5, [252662, 621434]
economy : 2113661206, 121, 0, [768071, 349241]
business : 7403650423, 141, 3, [768071, 602366]
economy : 8325617535, 179, 1, [252662, 451688]
business : 2394731456, 128, 6, [451688, 252662]
economy : 3352325059, 105, 2, [810348, 405377]
business : 4904426754, 81, 5, [405377, 810348]
economy : 5439552263, 113, 0, [602366, 621434]
economy : 3236255970, 136, 1, [768071, 376964]
economy : 2507744249, 68, 0, [376964, 621434]
economy : 6779897080, 199, 1, [621434, 768071]
economy : 5118295052, 177, 1, [405377, 602366]
economy : 5214077138, 69, 1, [405377, 602366]
economy : 3724658168, 183, 0, [349241, 768071]
economy : 4262825477, 137, 2, [252662, 376964]
economy : 4268594749, 86, 3, [602366, 191771]
business : 1829780508, 197, 1, [768071, 252662]
luxury : 3371920774, 40, 7, [602366, 349241]
economy : 7067769987, 102, 1, [349241, 621434]
economy : 8744858120, 97, 1, [810348, 191771]
first : 6419248161, 102, 1, [810348, 621434]
economy : 1121437544, 179, 1, [768071, 602366]
economy : 8955178122, 136, 2, [349241, 602366]
economy : 2827198603, 134, 3, [602366, 451688]
economy : 2335384843, 131, 2, [602366, 191771]
economy : 2246592646, 41, 1, [451688, 768071]
economy : 1008441849, 194, 1, [349241, 621434]
economy : 1285732307, 132, 2, [451688, 810348]
economy : 3694969646, 100, 0, [621434, 768071]
economy : 4133439911, 42, 1, [621434, 252662]
business : 5195974473, 172, 0, [376964, 602366]
luxury : 4049756453, 131, 1, [810348, 191771]
economy : 8123214335, 126, 2, [349241, 810348]
economy : 8416606865, 73, 4, [451688, 621434]
economy : 4245005881, 169, 1, [191771, 602366]
economy : 1954127543, 200, 0, [451688, 810348]
economy : 4090053820, 74, 3, [191771, 252662]
economy : 5709517469, 78, 3, [252662, 810348]
economy : 5329265192, 192, 2, [451688, 810348]
economy : 6031691854, 161, 2, [376964, 768071]
business : 8802318980, 85, 4, [405377, 376964]
economy : 8311837803, 113, 2, [621434, 768071]
economy : 9136115668, 41, 2, [252662, 602366]
economy : 5018478296, 86, 3, [252662, 768071]
business : 1045831042, 67, 0, [405377, 252662]
business : 1000664766, 140, 6, [451688, 602366]
economy : 4939874988, 159, 1, [621434, 768071]
first : 9720407257, 197, 2, [349241, 810348]
economy : 1701015497, 82, 1, [349241, 768071]
economy : 6217647042, 140, 10, [376964, 810348]
business : 8947679990, 105, 1, [768071, 602366]
economy : 8316482275, 129, 1, [376964, 602366]
economy : 4641234756, 141, 2, [810348, 405377]
economy : 9266166676, 133, 0, [252662, 602366]
business : 6635675718, 91, 4, [602366, 810348]
first : 4003644955, 200, 5, [349241, 768071]
economy : 6449690739, 114, 9, [405377, 810348]
first : 3628639228, 68, 1, [451688, 810348]
economy : 5064327189, 118, 1, [191771, 405377]
economy : 1007832485, 87, 0, [621434, 191771]
economy : 8799887651, 74, 4, [602366, 349241]
business : 4335645652, 140, 3, [405377, 810348]
economy : 8870571065, 193, 0, [252662, 810348]
economy : 7972796607, 69, 5, [768071, 349241]
luxury : 8955592190, 96, 4, [602366, 376964]
business : 6545237976, 87, 3, [252662, 349241]
economy : 3342248863, 131, 2, [621434, 810348]
economy : 1648030267, 110, 3, [810348, 768071]
luxury : 2775665578, 84, 2, [405377, 191771]
economy : 8443607941, 188, 1, [349241, 602366]
economy : 5716437923, 145, 0, [405377, 621434]
business : 9610977245, 66, 2, [621434, 810348]
economy : 7132068026, 89, 4, [621434, 376964]
economy : 6585854391, 58, 2, [405377, 451688]
business : 1666359160, 100, 1, [191771, 602366]
economy : 4208509694, 162, 7, [191771, 451688]
economy : 5327881478, 193, 3, [621434, 451688]
business : 7406499880, 72, 1, [405377, 602366]
economy : 8547497066, 80, 2, [768071, 405377]
economy : 2514623448, 135, 2, [810348, 376964]
economy : 4200393231, 179, 1, [810348, 252662]
economy : 8994697562, 184, 8, [252662, 602366]
economy : 1171595989, 191, 2, [349241, 405377]
economy : 1422835175, 61, 1, [191771, 602366]
economy : 1630815013, 140, 0, [451688, 349241]
economy : 7488571408, 84, 4, [602366, 376964]
economy : 6496363470, 169, 3, [191771, 376964]
economy : 7198710768, 79, 6, [349241, 451688]
luxury : 3841334790, 81, 1, [602366, 376964]
economy : 3050696521, 139, 1, [191771, 376964]
economy : 7760087859, 183, 1, [376964, 349241]
economy : 1533040497, 45, 2, [621434, 768071]
economy : 9564664865, 157, 8, [810348, 191771]
economy : 1721528260, 174, 1, [376964, 768071]
business : 8062169143, 80, 2, [810348, 376964]
economy : 2586041242, 186, 2, [621434, 252662]
economy : 8597771674, 135, 3, [405377, 376964]
economy : 8256161054, 117, 2, [602366, 621434]
business : 3734110020, 153, 3, [602366, 191771]
economy : 4489402073, 72, 0, [810348, 376964]
economy : 3674115022, 194, 1, [252662, 349241]
economy : 9067290340, 143, 1, [376964, 810348]
economy : 6293136952, 188, 0, [602366, 376964]
business : 2623255447, 139, 8, [451688, 621434]
business : 3143952186, 152, 0, [621434, 191771]
economy : 1727466861, 40, 10, [376964, 191771]
economy : 5317446753, 96, 1, [768071, 405377]
luxury : 9579117491, 101, 2, [602366, 621434]
economy : 2387907093, 181, 9, [810348, 621434]
economy : 6781505627, 129, 1, [349241, 376964]
business : 8959989013, 189, 4, [810348, 349241]
economy : 9962190772, 116, 1, [602366, 405377]
business : 4520391396, 127, 3, [602366, 191771]
business : 5316100929, 179, 6, [191771, 349241]
economy : 3612336035, 40, 1, [602366, 376964]
economy : 1752131856, 53, 7, [768071, 621434]
economy : 3837994247, 110, 3, [451688, 602366]
business : 1881076874, 94, 2, [191771, 602366]
economy : 9607863452, 57, 3, [252662, 621434]
economy : 3435933278, 193, 0, [810348, 191771]
economy : 2025784694, 158, 0, [451688, 810348]
first : 5487496458, 99, 1, [376964, 451688]
economy : 6921656006, 156, 8, [621434, 191771]
economy : 4565710127, 99, 6, [252662, 349241]
economy : 9042036052, 70, 1, [405377, 621434]
business : 6813507630, 106, 1, [405377, 602366]
economy : 2013102169, 186, 2, [621434, 810348]
economy : 3534594419, 114, 4, [602366, 252662]
economy : 6041715393, 164, 5, [810348, 451688]
economy : 6988972422, 130, 3, [602366, 810348]
first : 8524772307, 94, 2, [602366, 810348]
economy : 9071806008, 79, 7, [191771, 810348]
business : 1856539329, 79, 1, [810348, 768071]
economy : 2034496341, 170, 0, [405377, 191771]
economy : 6716681411, 74, 2, [621434, 376964]
economy : 2020784539, 63, 1, [451688, 349241]
economy : 3381956998, 125, 1, [405377, 768071]
economy : 8411800802, 59, 7, [621434, 349241]
economy : 2196412162, 110, 3, [810348, 376964]
economy : 6672066366, 142, 2, [768071, 376964]
business : 2009407160, 52, 3, [405377, 252662]
economy : 2978700150, 143, 1, [451688, 191771]
economy : 7962953234, 184, 2, [376964, 621434]
business : 7414007011, 99, 2, [405377, 810348]
economy : 2562150963, 130, 1, [621434, 349241]
first : 2541425931, 106, 2, [768071, 376964]
economy : 7634652932, 174, 0, [621434, 191771]
first : 1474252476, 67, 2, [451688, 405377]
economy : 5946292388, 182, 2, [405377, 252662]
economy : 2756636079, 153, 1, [191771, 349241]
business : 1841785608, 51, 4, [621434, 810348]
economy : 6418860812, 119, 0, [349241, 191771]
economy : 3515113410, 147, 2, [191771, 376964]
economy : 3648120812, 99, 3, [405377, 621434]
economy : 5141223574, 105, 2, [191771, 405377]
economy : 7773033468, 45, 7, [451688, 621434]
business : 2211959756, 63, 1, [376964, 621434]
economy : 2005436829, 129, 3, [349241, 621434]
economy : 3580765237, 126, 10, [768071, 451688]
economy : 8842146873, 82, 1, [621434, 405377]
economy : 8932528751, 76, 9, [405377, 451688]
luxury : 5565008492, 125, 1, [810348, 621434]
economy : 5435819451, 62, 4, [191771, 621434]
economy : 1722750503, 124, 1, [451688, 405377]
economy : 9526770394, 120, 4, [191771, 405377]
economy : 9393640050, 62, 8, [451688, 252662]
economy : 1741886298, 69, 1, [252662, 602366]
economy : 6813040209, 89, 0, [252662, 191771]
economy : 1912156694, 146, 1, [349241, 191771]
business : 4319615252, 52, 2, [621434, 376964]
economy : 6527708966, 88, 1, [602366, 191771]
business : 5236299327, 97, 8, [810348, 451688]
first : 8291357500, 43, 6, [810348, 252662]
luxury : 6665442457, 40, 3, [376964, 349241]
economy : 5421000530, 124, 2, [810348, 405377]
first : 2314526455, 105, 8, [768071, 621434]
economy : 3388088771, 53, 5, [810348, 349241]
economy : 6417691886, 179, 2, [810348, 621434]
first : 6900015670, 199, 2, [768071, 252662]
economy : 5941515690, 104, 0, [768071, 191771]
first : 5472356681, 63, 0, [252662, 451688]
first : 3458453451, 51, 3, [451688, 405377]
first : 6092855278, 91, 1, [405377, 252662]
economy : 2309379755, 181, 2, [451688, 191771]
economy : 7285393621, 82, 4, [376964, 405377]
business : 5828791558, 107, 1, [768071, 621434]
economy : 1525668642, 197, 2, [405377, 252662]
economy : 8758211182, 133, 7, [191771, 349241]
economy : 2857784645, 185, 10, [451688, 349241]
luxury : 4486932419, 63, 1, [451688, 376964]
economy : 5122234226, 152, 1, [621434, 376964]
economy : 8051485172, 161, 1, [621434, 252662]
economy : 1847700166, 132, 2, [405377, 376964]
economy : 1672166088, 124, 2, [451688, 768071]
economy : 5076018960, 177, 1, [252662, 602366]
economy : 2409301162, 138, 0, [810348, 349241]
economy : 1659584941, 126, 3, [451688, 768071]
business : 6298581437, 178, 3, [349241, 405377]
economy : 7922917672, 156, 1, [451688, 602366]
economy : 2387947329, 75, 1, [252662, 349241]
economy : 7962704412, 58, 1, [376964, 349241]
economy : 1231193592, 174, 3, [191771, 810348]
economy : 9793914878, 110, 2, [376964, 191771]
economy : 1614068462, 49, 2, [768071, 252662]
economy : 3387789491, 47, 6, [191771, 405377]
business : 2641276698, 165, 3, [252662, 376964]
business : 4248720635, 69, 8, [405377, 376964]
economy : 3575605466, 152, 1, [191771, 451688]
economy : 1615997505, 48, 2, [376964, 621434]
business : 7840493541, 182, 3, [349241, 621434]
economy : 3258491506, 69, 8, [810348, 252662]
economy : 6781244301, 129, 9, [405377, 621434]
business : 2954176479, 171, 1, [621434, 191771]
economy : 2720705736, 185, 10, [602366, 376964]
economy : 8764757898, 140, 2, [768071, 376964]
economy : 7151265247, 89, 0, [810348, 451688]
economy : 1518312508, 130, 8, [376964, 451688]
business : 3215563050, 98, 2, [810348, 451688]
economy : 4549233210, 117, 3, [621434, 405377]
business : 1861186256, 68, 2, [451688, 810348]
economy : 5784662437, 141, 2, [191771, 768071]
economy : 9339997146, 189, 1, [451688, 191771]
economy : 1539316766, 124, 4, [621434, 191771]
economy : 1491751290, 174, 9, [376964, 810348]
economy : 3307492249, 64, 0, [376964, 768071]
economy : 6208998925, 88, 2, [621434, 602366]
economy : 7822447695, 52, 3, [349241, 810348]
business : 1447866620, 182, 2, [191771, 810348]
business : 5999336288, 126, 1, [602366, 252662]
first : 1887667882, 104, 8, [405377, 768071]
first : 5785021028, 195, 5, [451688, 405377]
economy : 6872831112, 189, 5, [451688, 621434]
economy : 3918734033, 57, 0, [451688, 191771]
economy : 1839243246, 66, 3, [768071, 602366]
economy : 7075390279, 117, 1, [252662, 451688]
business : 9902688117, 159, 5, [768071, 349241]
economy : 9560757211, 60, 1, [405377, 768071]
economy : 7211326739, 153, 2, [602366, 768071]
economy : 8468900619, 79, 3, [768071, 191771]
economy : 8137504046, 193, 0, [191771, 768071]
economy : 4848562058, 167, 2, [621434, 349241]
business : 8268812017, 61, 1, [349241, 451688]
business : 4042199089, 120, 1, [376964, 349241]
economy : 5706842217, 48, 0, [252662, 810348]
economy : 8571279697, 139, 1, [191771, 621434]
business : 6621036967, 99, 1, [252662, 405377]
economy : 2557903042, 147, 1, [451688, 768071]
economy : 8968145263, 56, 1, [349241, 405377]
economy : 2195581710, 151, 0, [376964, 405377]
economy : 5923007933, 100, 5, [252662, 349241]
economy : 8200066853, 93, 2, [349241, 252662]
economy : 4615678096, 189, 2, [451688, 349241]
first : 6925080134, 158, 3, [349241, 768071]
business : 7284624731, 97, 1, [810348, 405377]
economy : 4089255666, 182, 4, [451688, 191771]
economy : 2946711159, 86, 2, [191771, 451688]
economy : 2168683343, 200, 2, [621434, 349241]
economy : 1317137293, 90, 2, [376964, 768071]
