12 136 2176
10494 5742 11466 103320 5496
hub : 417311, -1677, -10747, 49.83, 216000, 3
economy : 2031647347, 40, 4, [838640, 772123]
economy : 7016800748, 129, 3, [186761, 938227]
economy : 3261515687, 133, 2, [381962, 761672]
economy : 2069246837, 78, 0, [772123, 374270]
economy : 1322436262, 46, 3, [374270, 842825]
economy : 1072796190, 74, 2, [938227, 842825]
business : 1543553017, 52, 1, [534387, 417311]
economy : 6939227209, 106, 3, [534387, 838640]
business : 4393463313, 126, 1, [938227, 838640]
economy : 8932856528, 84, 0, [838640, 842825]
business : 4326544111, 166, 1, [374270, 938227]
economy : 9156075351, 44, 1, [534387, 417311]
business : 5488543183, 58, 1, [938227, 381962]
business : 6927820008, 49, 2, [381962, 374270]
economy : 9887272559, 75, 2, [960061, 374270]
economy : 9319715230, 127, 0, [938227, 534387]
business : 9015757572, 191, 1, [842825, 418344]
economy : 1415722449, 103, 1, [838640, 534387]
economy : 4606037937, 93, 2, [381962, 186761]
economy : 1934030097, 44, 2, [534387, 418344]
business : 8930350250, 147, 2, [960061, 417311]
business : 6641559752, 122, 9, [417311, 186761]
economy : 3714588751, 160, 2, [938227, 381962]
business : 3035840187, 57, 0, [417311, 772123]
business : 4903415428, 74, 2, [534387, 838640]
economy : 6141038897, 62, 1, [534387, 418344]
economy : 3139109668, 50, 10, [838640, 761672]
economy : 1976941166, 122, 1, [842825, 772123]
economy : 1690243825, 85, 2, [960061, 374270]
economy : 3149523255, 166, 1, [842825, 863529]
business : 6982162107, 91, 0, [381962, 863529]
economy : 6119259630, 141, 5, [772123, 374270]
business : 3026714751, 68, 6, [374270, 960061]
economy : 2312023985, 156, 0, [534387, 761672]
economy : 5228862243, 88, 2, [417311, 418344]
economy : 8373611516, 178, 1, [374270, 186761]
economy : 8115259387, 122, 3, [418344, 186761]
economy : 5075900885, 68, 2, [418344, 534387]
economy : 7296754707, 158, 0, [761672, 938227]
economy : 7014999422, 94, 1, [863529, 938227]
business : 5589591845, 157, 2, [381962, 772123]
economy : 7311938579, 52, 3, [381962, 374270]
business : 6764242168, 144, 7, [842825, 418344]
economy : 6468998648, 144, 0, [418344, 772123]
economy : 7828608703, 48, 1, [186761, 761672]
economy : 1645037824, 51, 0, [938227, 960061]
business : 6036703582, 197, 1, [938227, 381962]
business : 8098441011, 54, 2, [761672, 838640]
business : 1681383789, 48, 4, [772123, 838640]
business : 1983796921, 171, 3, [863529, 938227]
business : 3901990358, 94, 1, [842825, 863529]
economy : 3452618467, 45, 2, [960061, 534387]
business : 9238866030, 153, 1, [186761, 761672]
economy : 8993296233, 194, 1, [938227, 418344]
business : 4039451912, 198, 1, [417311, 772123]
business : 4932109643, 174, 0, [842825, 960061]
business : 2695764607, 192, 4, [863529, 418344]
economy : 7272080738, 166, 2, [761672, 418344]
economy : 6720325469, 52, 2, [374270, 842825]
economy : 4116601881, 175, 2, [863529, 960061]
economy : 9343082794, 172, 5, [772123, 381962]
business : 9995897371, 174, 1, [381962, 534387]
business : 1719773376, 57, 2, [772123, 842825]
economy : 9854265376, 45, 0, [842825, 381962]
economy : 8597446998, 74, 1, [374270, 772123]
economy : 9633339810, 186, 0, [418344, 534387]
economy : 7653826810, 140, 5, [938227, 374270]
business : 4309748045, 148, 9, [842825, 417311]
business : 6051753953, 177, 1, [374270, 534387]
business : 1691015126, 164, 2, [838640, 381962]
economy : 7858040427, 105, 4, [534387, 761672]
economy : 7806312701, 184, 0, [938227, 417311]
economy : 1787953591, 137, 0, [842825, 772123]
economy : 9553452140, 168, 2, [417311, 838640]
business : 5970980805, 117, 1, [418344, 381962]
economy : 8513297435, 147, 1, [772123, 938227]
economy : 9534428398, 94, 1, [842825, 534387]
economy : 4088524349, 145, 1, [374270, 960061]
business : 6286473847, 121, 1, [186761, 938227]
economy : 3527833250, 103, 0, [863529, 374270]
business : 7357425541, 67, 1, [842825, 838640]
business : 9514927486, 170, 2, [938227, 417311]
economy : 2968170266, 165, 2, [534387, 772123]
economy : 1161212283, 135, 4, [960061, 381962]
economy : 9413270412, 60, 2, [842825, 418344]
economy : 6032786721, 119, 0, [534387, 842825]
economy : 4686414062, 40, 1, [938227, 417311]
economy : 9407855181, 49, 1, [534387, 381962]
business : 9751527842, 151, 1, [938227, 374270]
economy : 6500846320, 104, 2, [417311, 838640]
economy : 5076704819, 90, 4, [838640, 418344]
economy : 8777529947, 81, 1, [418344, 960061]
economy : 8329837342, 42, 2, [938227, 842825]
economy : 2662762725, 188, 0, [374270, 417311]
first : 7609588023, 151, 6, [838640, 938227]
economy : 8713945474, 185, 2, [417311, 186761]
economy : 8666836079, 87, 2, [772123, 842825]
economy : 9361426800, 155, 2, [418344, 761672]
business : 2960025778, 139, 0, [960061, 838640]
business : 1978711083, 178, 2, [186761, 838640]
economy : 7524577612, 102, 2, [534387, 418344]
economy : 9695487674, 151, 5, [772123, 186761]
economy : 5839078375, 79, 5, [374270, 772123]
economy : 1618921582, 147, 0, [374270, 838640]
economy : 7286001788, 73, 5, [842825, 374270]
economy : 9964539285, 158, 1, [863529, 772123]
business : 6737033203, 73, 0, [772123, 761672]
economy : 7025915874, 145, 2, [418344, 417311]
economy : 7977104696, 114, 2, [838640, 534387]
economy : 3433315897, 128, 6, [938227, 842825]
economy : 9223711482, 45, 1, [761672, 418344]
business : 4639405722, 55, 0, [772123, 960061]
business : 5276131812, 169, 2, [772123, 374270]
economy : 5661122342, 104, 5, [761672, 374270]
business : 9474342046, 63, 2, [863529, 418344]
economy : 2303832360, 112, 5, [960061, 534387]
economy : 7768855965, 159, 1, [938227, 381962]
economy : 6262755453, 146, 1, [417311, 534387]
economy : 7582266540, 192, 4, [863529, 381962]
economy : 6376485766, 53, 1, [186761, 381962]
business : 4404147600, 178, 1, [838640, 938227]
economy : 7811202355, 158, 1, [842825, 938227]
business : 4260922110, 102, 3, [938227, 838640]
business : 6397830248, 175, 1, [417311, 960061]
economy : 5528452508, 69, 1, [772123, 381962]
economy : 8852066289, 72, 2, [842825, 838640]
business : 5593421969, 164, 2, [863529, 186761]
economy : 2681992542, 166, 2, [772123, 374270]
business : 2383887469, 164, 1, [761672, 417311]
economy : 5697424304, 120, 0, [863529, 418344]
economy : 9627259235, 63, 0, [863529, 761672]
economy : 4002975677, 69, 6, [960061, 418344]
business : 8392242869, 119, 9, [838640, 960061]
economy : 4056337383, 194, 3, [960061, 418344]
economy : 1076830907, 191, 6, [842825, 186761]
economy : 4755793100, 46, 1, [772123, 842825]
economy : 5740568706, 98, 5, [960061, 772123]
business : 5362724573, 108, 2, [374270, 417311]
business : 8749422886, 96, 2, [772123, 186761]
economy : 2050749580, 133, 0, [838640, 761672]
economy : 5657965328, 123, 2, [417311, 863529]
economy : 8026781218, 189, 0, [381962, 534387]
economy : 1961343208, 148, 2, [960061, 863529]
economy : 2164678186, 65, 2, [374270, 381962]
business : 5922856605, 187, 1, [842825, 374270]
economy : 6040575603, 45, 4, [374270, 761672]
economy : 6354193863, 82, 2, [761672, 772123]
economy : 4825121742, 118, 2, [960061, 534387]
business : 1580541565, 177, 10, [418344, 938227]
economy : 7909153965, 79, 10, [838640, 772123]
economy : 2023397028, 45, 2, [418344, 761672]
economy : 4862406609, 54, 0, [761672, 960061]
economy : 9424422078, 44, 1, [960061, 761672]
business : 4399652349, 171, 0, [374270, 418344]
business : 1351143478, 107, 1, [838640, 960061]
business : 9179492976, 146, 6, [418344, 417311]
economy : 9381630012, 127, 0, [381962, 534387]
economy : 7702080531, 92, 6, [960061, 381962]
economy : 3686589395, 58, 2, [374270, 534387]
economy : 4401764827, 164, 8, [418344, 772123]
economy : 9067373114, 183, 2, [938227, 838640]
economy : 7418224843, 52, 8, [186761, 534387]
business : 2667892061, 108, 1, [374270, 186761]
economy : 8211515225, 175, 3, [374270, 186761]
economy : 5852172239, 182, 2, [418344, 772123]
economy : 4341247309, 150, 1, [863529, 418344]
economy : 4851304730, 186, 1, [381962, 418344]
business : 7617249707, 101, 0, [960061, 418344]
economy : 1964509512, 151, 2, [772123, 534387]
economy : 9441779866, 78, 1, [418344, 842825]
economy : 9061064565, 193, 2, [772123, 417311]
economy : 6947888306, 73, 0, [534387, 842825]
economy : 7421996937, 55, 2, [772123, 417311]
economy : 8752804639, 44, 4, [418344, 772123]
business : 6277756443, 157, 1, [772123, 418344]
business : 4612393007, 50, 0, [381962, 374270]
business : 3754803057, 162, 2, [842825, 418344]
economy : 2479814995, 177, 4, [418344, 842825]
economy : 7767067663, 78, 4, [761672, 772123]
economy : 1487858425, 142, 0, [381962, 960061]
business : 5994954240, 194, 2, [417311, 534387]
economy : 9928916989, 125, 2, [534387, 863529]
economy : 8004423880, 186, 2, [960061, 417311]
economy : 9382286291, 79, 10, [186761, 761672]
economy : 7699504513, 77, 3, [842825, 863529]
economy : 5509879410, 115, 2, [381962, 417311]
economy : 1625259717, 74, 3, [374270, 418344]
business : 2804056858, 162, 5, [842825, 863529]
economy : 5622998669, 45, 2, [418344, 842825]
business : 2156737964, 190, 1, [534387, 381962]
economy : 9097683199, 109, 5, [772123, 374270]
business : 5954930431, 44, 4, [186761, 374270]
economy : 2555723100, 80, 1, [374270, 772123]
economy : 8010080137, 123, 2, [418344, 417311]
economy : 6313997839, 88, 2, [761672, 863529]
business : 4748939220, 134, 1, [417311, 838640]
first : 7171350919, 43, 1, [772123, 842825]
business : 5061803366, 181, 0, [534387, 842825]
economy : 2401778034, 145, 1, [417311, 186761]
economy : 2662290231, 178, 3, [417311, 761672]
economy : 5364430963, 122, 3, [534387, 863529]
economy : 3628600073, 172, 1, [938227, 863529]
economy : 2637993879, 66, 3, [418344, 761672]
business : 7136255804, 110, 2, [186761, 534387]
economy : 6399289540, 56, 1, [534387, 417311]
economy : 6936563136, 179, 2, [960061, 534387]
economy : 6875347491, 141, 2, [960061, 534387]
economy : 7299670881, 180, 1, [418344, 842825]
economy : 1969720490, 50, 1, [842825, 960061]
economy : 8672689882, 128, 3, [863529, 761672]
economy : 7537763813, 54, 2, [374270, 838640]
business : 6110444400, 186, 0, [417311, 863529]
economy : 4343227537, 51, 4, [417311, 863529]
business : 5400433527, 157, 4, [534387, 374270]
business : 8502686194, 168, 1, [761672, 534387]
business : 9484599347, 77, 5, [772123, 418344]
economy : 1109905114, 98, 8, [772123, 381962]
economy : 9763017067, 97, 1, [534387, 761672]
economy : 2939398866, 199, 2, [381962, 842825]
economy : 5563380640, 51, 5, [374270, 960061]
economy : 8373324419, 174, 3, [381962, 960061]
economy : 8865399689, 121, 4, [186761, 960061]
business : 2554378536, 69, 8, [960061, 534387]
business : 6961600645, 59, 4, [374270, 960061]
economy : 5554126695, 106, 6, [838640, 418344]
economy : 2963285131, 121, 1, [374270, 938227]
business : 1301314609, 52, 1, [186761, 761672]
business : 2466266993, 71, 1, [838640, 374270]
economy : 6846377540, 120, 2, [772123, 534387]
economy : 1046243495, 142, 3, [374270, 938227]
economy : 6353251775, 117, 1, [938227, 842825]
economy : 8287595447, 180, 2, [838640, 863529]
economy : 5930913102, 192, 2, [186761, 960061]
economy : 7213880276, 93, 1, [374270, 761672]
economy : 4428371622, 145, 2, [186761, 418344]
business : 7794437777, 198, 2, [374270, 418344]
economy : 9384714913, 196, 2, [186761, 418344]
economy : 2272367728, 146, 2, [418344, 863529]
business : 2403088514, 84, 2, [534387, 374270]
economy : 6426858745, 140, 0, [761672, 186761]
economy : 1241224552, 124, 1, [842825, 381962]
economy : 3820014032, 191, 0, [863529, 772123]
economy : 4148641782, 70, 1, [842825, 772123]
economy : 9592165290, 143, 1, [761672, 381962]
economy : 9817829859, 190, 5, [772123, 842825]
economy : 8179350781, 41, 5, [863529, 761672]
economy : 9354091663, 192, 1, [418344, 186761]
business : 7967157390, 51, 2, [772123, 534387]
business : 5312373349, 164, 5, [960061, 381962]
economy : 2903527987, 139, 2, [960061, 418344]
economy : 2339322833, 186, 8, [417311, 838640]
economy : 2261160567, 72, 6, [186761, 772123]
economy : 7726906371, 82, 10, [761672, 960061]
economy : 1963763644, 85, 1, [960061, 842825]
economy : 2502560713, 101, 2, [534387, 418344]
economy : 9041298937, 67, 2, [381962, 418344]
economy : 3310724143, 122, 1, [186761, 534387]
economy : 5302523602, 175, 2, [960061, 418344]
economy : 3408471616, 139, 6, [772123, 186761]
business : 8437089611, 171, 10, [374270, 534387]
economy : 9517746554, 93, 1, [938227, 374270]
economy : 8230218097, 141, 1, [418344, 938227]
business : 9402025329, 142, 2, [960061, 772123]
economy : 5308389621, 40, 9, [938227, 863529]
business : 3488524303, 82, 2, [417311, 186761]
economy : 3457247447, 74, 3, [761672, 418344]
economy : 9344916909, 200, 1, [534387, 761672]
economy : 2785909027, 197, 3, [381962, 842825]
economy : 9586357241, 91, 1, [863529, 960061]
economy : 1824365334, 171, 1, [960061, 186761]
economy : 4160947417, 122, 3, [838640, 863529]
economy : 4834938583, 67, 1, [417311, 186761]
economy : 6165455228, 88, 1, [960061, 863529]
economy : 7013485793, 193, 2, [838640, 381962]
economy : 4306692894, 72, 0, [418344, 381962]
business : 2089813664, 146, 7, [186761, 417311]
economy : 3290925670, 75, 5, [938227, 418344]
economy : 3620418203, 100, 5, [838640, 842825]
economy : 1212966101, 157, 3, [842825, 938227]
economy : 6682952950, 92, 7, [960061, 418344]
economy : 5170322632, 111, 0, [938227, 761672]
economy : 6680839490, 139, 1, [534387, 186761]
economy : 4199077587, 190, 1, [534387, 842825]
economy : 7015257260, 65, 4, [381962, 842825]
economy : 9820991306, 140, 4, [772123, 863529]
business : 3853541473, 81, 2, [960061, 842825]
economy : 7102258092, 82, 1, [534387, 418344]
business : 3633088948, 101, 1, [186761, 863529]
economy : 1000971614, 113, 3, [938227, 417311]
business : 4951700482, 133, 1, [842825, 863529]
economy : 3156842229, 198, 0, [418344, 960061]
business : 7666641909, 167, 3, [374270, 842825]
economy : 5461563361, 94, 0, [381962, 534387]
economy : 5960031003, 54, 3, [938227, 534387]
economy : 7987571038, 115, 2, [863529, 418344]
economy : 7265891501, 80, 1, [863529, 772123]
economy : 9516638069, 72, 8, [960061, 381962]
business : 1982739613, 130, 2, [417311, 842825]
economy : 6724347162, 174, 3, [938227, 761672]
business : 8477820571, 84, 9, [381962, 534387]
economy : 9289287961, 140, 1, [838640, 938227]
business : 7334121574, 177, 2, [374270, 418344]
economy : 6492540487, 73, 1, [534387, 374270]
economy : 8221132750, 79, 0, [186761, 838640]
business : 8240221938, 68, 0, [960061, 863529]
economy : 9380427122, 61, 7, [842825, 838640]
economy : 5923296248, 180, 2, [761672, 534387]
economy : 3866352991, 166, 1, [418344, 863529]
economy : 8926365126, 108, 10, [842825, 186761]
economy : 3318056567, 195, 5, [842825, 534387]
business : 9947037649, 143, 2, [534387, 772123]
economy : 6269575123, 142, 1, [418344, 534387]
economy : 1470327072, 54, 3, [838640, 418344]
economy : 9424231732, 165, 10, [534387, 186761]
economy : 9288024289, 159, 1, [863529, 381962]
economy : 9458306932, 95, 1, [938227, 374270]
economy : 4960170801, 101, 3, [960061, 842825]
economy : 9164076217, 200, 2, [186761, 534387]
economy : 6434812894, 85, 1, [960061, 772123]
economy : 2771719281, 122, 1, [418344, 842825]
economy : 1781583604, 169, 1, [534387, 761672]
economy : 5261761189, 151, 0, [960061, 761672]
economy : 6023896589, 130, 1, [534387, 374270]
economy : 4815574711, 158, 0, [838640, 381962]
first : 8880344523, 179, 9, [418344, 534387]
economy : 3067950891, 91, 0, [186761, 418344]
economy : 3421413434, 100, 5, [772123, 938227]
economy : 8560997024, 41, 7, [772123, 863529]
business : 1893316808, 49, 1, [418344, 381962]
business : 3891664574, 168, 1, [534387, 863529]
business : 2078310308, 190, 0, [842825, 418344]
economy : 4122868521, 45, 3, [534387, 417311]
economy : 4178666670, 53, 1, [186761, 960061]
business : 8658010557, 149, 6, [842825, 938227]
economy : 1780004312, 113, 0, [838640, 761672]
business : 1268292920, 174, 1, [374270, 842825]
economy : 2893659393, 163, 0, [186761, 417311]
economy : 8806997853, 55, 5, [938227, 186761]
business : 3808735154, 181, 1, [761672, 381962]
economy : 7309549225, 66, 2, [417311, 186761]
economy : 7931957582, 71, 7, [374270, 418344]
economy : 6856462425, 68, 3, [534387, 960061]
business : 8549522307, 158, 5, [938227, 374270]
economy : 4748244107, 193, 3, [186761, 838640]
economy : 6429079690, 115, 0, [418344, 842825]
business : 7240867347, 63, 0, [418344, 960061]
business : 7439021540, 72, 1, [381962, 842825]
economy : 5043273970, 51, 1, [534387, 417311]
business : 6938157596, 128, 2, [761672, 772123]
economy : 6494634507, 102, 0, [186761, 374270]
economy : 4761543108, 68, 2, [772123, 417311]
economy : 7088918860, 101, 2, [534387, 186761]
economy : 3175551783, 193, 1, [186761, 772123]
economy : 4497808466, 80, 4, [938227, 772123]
business : 3304950963, 131, 2, [381962, 960061]
economy : 9856488524, 163, 1, [772123, 960061]
economy : 5564340870, 65, 1, [534387, 863529]
business : 4986536664, 50, 3, [863529, 938227]
economy : 6651299646, 199, 2, [842825, 534387]
business : 1610566178, 107, 10, [863529, 186761]
business : 7924067683, 67, 1, [842825, 186761]
business : 2726425139, 130, 5, [418344, 772123]
economy : 9005003254, 88, 0, [772123, 960061]
economy : 7628982814, 49, 4, [842825, 761672]
economy : 6501170421, 104, 2, [417311, 374270]
business : 1012517717, 194, 3, [186761, 417311]
business : 2495486633, 57, 0, [418344, 960061]
economy : 4489761908, 112, 1, [381962, 938227]
business : 2756387497, 128, 1, [863529, 838640]
economy : 8067874897, 186, 2, [418344, 960061]
economy : 3032562419, 111, 1, [186761, 418344]
economy : 5308438382, 63, 10, [381962, 842825]
business : 7946263885, 66, 4, [186761, 863529]
business : 8149657518, 43, 3, [418344, 761672]
business : 4605850355, 73, 2, [417311, 960061]
business : 4566326495, 87, 2, [960061, 374270]
business : 4753639900, 104, 8, [374270, 772123]
economy : 6051752261, 70, 1, [842825, 761672]
business : 4977400733, 48, 2, [772123, 418344]
business : 8080916208, 51, 1, [186761, 842825]
business : 4597142594, 111, 1, [417311, 381962]
business : 9160853299, 190, 4, [417311, 186761]
business : 2241083024, 141, 1, [761672, 842825]
business : 5457996644, 184, 0, [772123, 186761]
economy : 4474664625, 135, 4, [863529, 534387]
business : 1583710618, 146, 2, [838640, 842825]
economy : 1271684939, 146, 5, [186761, 381962]
economy : 1835501288, 40, 0, [863529, 761672]
economy : 1827640669, 109, 2, [418344, 381962]
economy : 2666586629, 198, 1, [960061, 863529]
economy : 2832883705, 135, 1, [842825, 838640]
economy : 3821874727, 99, 2, [838640, 374270]
economy : 9795703117, 46, 3, [960061, 772123]
economy : 4336784068, 133, 0, [842825, 374270]
economy : 8481352005, 195, 1, [761672, 418344]
business : 1923862371, 124, 2, [534387, 381962]
business : 9654608538, 143, 1, [838640, 960061]
economy : 2451613989, 195, 1, [863529, 418344]
economy : 3507508551, 55, 2, [938227, 960061]
economy : 1169767227, 182, 8, [772123, 534387]
economy : 2891416949, 162, 2, [960061, 534387]
economy : 1198184892, 85, 3, [186761, 772123]
economy : 1180324462, 165, 10, [381962, 417311]
economy : 6690627401, 52, 1, [938227, 381962]
economy : 7460433136, 154, 6, [772123, 960061]
economy : 3657706962, 51, 2, [186761, 418344]
business : 7623874674, 144, 1, [960061, 938227]
business : 3375651070, 186, 2, [938227, 418344]
economy : 6342868904, 161, 1, [534387, 842825]
economy : 7047589453, 93, 0, [418344, 960061]
economy : 5485286776, 58, 2, [534387, 374270]
economy : 1442638592, 166, 0, [772123, 374270]
economy : 9628172413, 75, 1, [418344, 960061]
economy : 1907497899, 133, 1, [534387, 418344]
economy : 7660384452, 185, 2, [772123, 418344]
economy : 3673438758, 140, 1, [534387, 374270]
economy : 6254363167, 89, 2, [863529, 938227]
business : 3917042293, 80, 0, [418344, 381962]
economy : 3182946352, 49, 1, [938227, 381962]
economy : 4486055702, 105, 0, [772123, 417311]
business : 2272529041, 111, 4, [938227, 772123]
economy : 1891073178, 112, 1, [772123, 374270]
business : 2917284352, 81, 2, [381962, 534387]
business : 8882524741, 155, 0, [838640, 761672]
business : 5176290786, 71, 2, [417311, 960061]
economy : 7855983006, 47, 1, [418344, 938227]
business : 2519481104, 193, 2, [534387, 838640]
economy : 5793196614, 144, 0, [960061, 863529]
economy : 3474771186, 137, 3, [374270, 417311]
business : 8452181125, 163, 3, [186761, 418344]
economy : 8729542402, 191, 5, [863529, 534387]
economy : 7103700887, 156, 3, [186761, 863529]
economy : 5738497389, 62, 2, [186761, 772123]
economy : 3225913410, 162, 2, [417311, 772123]
economy : 6366108226, 45, 1, [761672, 772123]
economy : 9322202681, 113, 0, [186761, 418344]
business : 3403255701, 112, 3, [938227, 534387]
economy : 8989568187, 115, 6, [938227, 374270]
economy : 2318108651, 114, 3, [186761, 761672]
economy : 1778451732, 187, 3, [381962, 418344]
economy : 8000989265, 51, 1, [842825, 534387]
economy : 3726581151, 43, 0, [374270, 772123]
business : 6930836924, 186, 0, [960061, 186761]
economy : 7962640194, 182, 1, [534387, 863529]
business : 3624859109, 157, 1, [417311, 938227]
economy : 2393872946, 71, 0, [417311, 863529]
business : 4583490406, 190, 5, [417311, 761672]
economy : 5631515082, 171, 6, [534387, 838640]
economy : 9572299104, 86, 0, [761672, 381962]
economy : 1996788119, 90, 1, [374270, 842825]
business : 1647231319, 96, 9, [374270, 381962]
business : 5014456545, 92, 3, [186761, 374270]
economy : 6069671578, 109, 0, [838640, 842825]
economy : 3454874893, 190, 2, [863529, 960061]
economy : 7050120838, 166, 2, [374270, 418344]
business : 7597116432, 106, 0, [772123, 374270]
economy : 7348788917, 182, 0, [938227, 186761]
business : 3048883900, 70, 2, [374270, 381962]
economy : 1736916052, 153, 1, [381962, 960061]
business : 4554914013, 112, 9, [863529, 417311]
economy : 6462778408, 191, 3, [842825, 381962]
business : 3395198027, 169, 4, [374270, 418344]
economy : 6301959924, 101, 3, [374270, 772123]
economy : 1844739683, 104, 1, [838640, 772123]
business : 9901301071, 67, 3, [842825, 761672]
business : 6484110721, 180, 3, [863529, 418344]
economy : 9001187769, 49, 1, [418344, 863529]
economy : 3792562406, 145, 2, [534387, 960061]
economy : 2495261062, 143, 4, [960061, 772123]
economy : 6854030584, 124, 2, [960061, 534387]
economy : 6378912689, 93, 0, [838640, 381962]
economy : 8170270802, 87, 3, [842825, 381962]
economy : 6799337977, 103, 0, [417311, 381962]
economy : 6241399688, 101, 0, [186761, 772123]
economy : 8516460606, 46, 1, [842825, 772123]
economy : 1342613333, 120, 4, [381962, 842825]
economy : 1686129746, 198, 3, [938227, 842825]
economy : 1710288288, 64, 2, [418344, 374270]
economy : 2165404495, 76, 2, [374270, 938227]
economy : 5609225492, 116, 2, [838640, 374270]
economy : 4916182795, 146, 1, [374270, 186761]
economy : 4074860272, 141, 5, [417311, 842825]
economy : 5727523044, 198, 5, [960061, 772123]
business : 9848249908, 71, 0, [842825, 186761]
economy : 2160429098, 69, 2, [761672, 417311]
economy : 1089003222, 160, 4, [418344, 838640]
economy : 4494786747, 136, 9, [417311, 960061]
economy : 9918393045, 119, 1, [842825, 417311]
economy : 7025584325, 171, 9, [842825, 374270]
business : 8090516478, 75, 1, [772123, 960061]
economy : 8323822989, 177, 2, [938227, 761672]
economy : 8855584535, 143, 1, [186761, 418344]
economy : 4740096562, 112, 2, [842825, 534387]
business : 3479314088, 71, 1, [960061, 534387]
economy : 6512192479, 192, 7, [938227, 960061]
economy : 1554406417, 104, 6, [374270, 842825]
business : 9265628254, 159, 0, [186761, 838640]
economy : 2143356067, 188, 2, [960061, 381962]
economy : 4631096643, 115, 1, [381962, 761672]
economy : 5385457566, 48, 0, [863529, 938227]
first : 6472723395, 195, 8, [938227, 186761]
economy : 9237224951, 165, 1, [960061, 772123]
business : 1878051473, 107, 2, [863529, 374270]
business : 5308464075, 61, 2, [842825, 381962]
business : 6266223870, 127, 8, [374270, 381962]
economy : 7555513085, 166, 1, [761672, 938227]
economy : 1030993918, 82, 8, [186761, 761672]
economy : 6218872717, 73, 3, [381962, 417311]
business : 1954260507, 81, 8, [417311, 186761]
economy : 9481732111, 146, 3, [186761, 960061]
economy : 9212814914, 188, 1, [418344, 374270]
business : 5668331086, 48, 0, [186761, 534387]
economy : 7455322732, 109, 5, [960061, 938227]
economy : 6472793986, 94, 1, [838640, 938227]
economy : 6751059222, 123, 3, [534387, 381962]
business : 2630490822, 79, 3, [186761, 938227]
economy : 1014136068, 100, 2, [761672, 772123]
economy : 2563786733, 168, 3, [842825, 186761]
economy : 7330184665, 177, 6, [938227, 960061]
business : 7322205963, 164, 2, [381962, 772123]
business : 3931801528, 139, 0, [381962, 374270]
economy : 8385706694, 134, 2, [772123, 417311]
economy : 9016527696, 127, 1, [772123, 417311]
economy : 2105528935, 117, 2, [938227, 418344]
business : 8726692614, 133, 1, [863529, 534387]
economy : 8935063777, 101, 0, [772123, 186761]
economy : 4711894510, 87, 2, [761672, 186761]
economy : 5169311250, 110, 1, [534387, 418344]
economy : 7109205505, 130, 3, [938227, 186761]
business : 2704392962, 154, 2, [938227, 186761]
business : 9043473461, 107, 4, [186761, 938227]
economy : 4650123247, 139, 10, [938227, 418344]
business : 6563436356, 82, 2, [938227, 960061]
business : 1739232756, 199, 2, [534387, 838640]
economy : 3752053898, 179, 2, [761672, 863529]
business : 5011813325, 148, 1, [374270, 186761]
economy : 2506769296, 109, 6, [960061, 838640]
business : 7431062630, 88, 0, [381962, 534387]
business : 9052951731, 179, 1, [938227, 381962]
economy : 6783878397, 106, 0, [838640, 418344]
first : 8773360745, 84, 2, [772123, 417311]
economy : 3893128744, 57, 2, [534387, 381962]
business : 3728324637, 130, 1, [863529, 772123]
business : 4917789372, 161, 2, [186761, 418344]
economy : 4574688439, 199, 0, [418344, 863529]
economy : 6534660449, 140, 1, [186761, 772123]
economy : 4113505336, 96, 2, [938227, 772123]
economy : 4729569004, 108, 0, [417311, 960061]
economy : 1179235737, 81, 8, [374270, 960061]
business : 1082539123, 183, 2, [960061, 534387]
business : 8553844175, 120, 1, [938227, 838640]
economy : 2441183619, 139, 3, [938227, 960061]
business : 5083492753, 183, 1, [772123, 842825]
economy : 7513097904, 180, 4, [761672, 534387]
economy : 4462478333, 195, 1, [186761, 960061]
economy : 7237426234, 46, 4, [374270, 417311]
business : 1144668481, 163, 4, [863529, 374270]
economy : 8369877350, 72, 1, [772123, 761672]
business : 2913894349, 112, 5, [418344, 863529]
economy : 6889437954, 137, 1, [761672, 186761]
economy : 6813251814, 133, 1, [838640, 186761]
economy : 2856863770, 186, 3, [960061, 417311]
economy : 6360288923, 89, 2, [418344, 960061]
economy : 3933629570, 63, 2, [381962, 761672]
business : 2135900001, 116, 2, [418344, 960061]
business : 6444094463, 48, 2, [374270, 186761]
economy : 5365953533, 108, 1, [417311, 838640]
business : 5563078793, 82, 1, [417311, 534387]
business : 5309983115, 189, 4, [863529, 938227]
business : 8941511466, 40, 2, [863529, 842825]
business : 1911100559, 131, 4, [842825, 534387]
economy : 1016339629, 100, 0, [381962, 960061]
business : 9928961239, 175, 4, [842825, 418344]
economy : 4195882411, 199, 5, [534387, 417311]
business : 3025000967, 146, 0, [863529, 772123]
economy : 9488260181, 137, 1, [761672, 417311]
business : 1751841715, 52, 1, [381962, 761672]
business : 1980462793, 132, 1, [960061, 381962]
economy : 5585990061, 50, 10, [838640, 381962]
economy : 2660086272, 197, 1, [863529, 938227]
economy : 9214563981, 174, 2, [863529, 381962]
economy : 3905849089, 101, 0, [772123, 938227]
business : 7922748646, 195, 2, [761672, 417311]
economy : 1319250585, 140, 1, [534387, 418344]
first : 3295398380, 118, 1, [938227, 863529]
economy : 5140583039, 48, 0, [863529, 938227]
economy : 1584019370, 195, 2, [374270, 418344]
economy : 4648580417, 200, 0, [761672, 863529]
economy : 8021473488, 112, 8, [381962, 938227]
