5 144 2928
12330 4932 9450 122940 4360
hub : 118815, 10198, 4722, 39.38, 162300, 3
economy : 1995747338, 119, 3, [785484, 224063]
business : 3410066420, 165, 0, [775884, 110455]
economy : 2368008199, 41, 3, [246253, 522419]
economy : 1768497875, 155, 0, [522419, 785484]
economy : 9827951568, 163, 0, [118815, 224063]
economy : 8387359348, 62, 2, [453718, 598151]
economy : 4259889545, 128, 1, [146273, 535877]
economy : 3663948798, 186, 1, [110455, 598151]
economy : 1476256703, 40, 2, [118815, 775884]
economy : 4307781843, 167, 1, [598151, 505609]
economy : 4252558815, 158, 1, [535877, 598151]
business : 5348042372, 69, 8, [598151, 535877]
economy : 4898523003, 164, 3, [785484, 775884]
business : 9371349377, 186, 0, [453718, 707174]
economy : 3541926928, 99, 2, [707174, 598151]
economy : 4040783534, 162, 3, [785484, 453718]
business : 3771266904, 152, 0, [110455, 453718]
business : 1098796357, 190, 2, [453718, 522419]
economy : 9740693743, 101, 6, [522419, 505609]
business : 7917579033, 120, 1, [246253, 505609]
economy : 7975354285, 171, 6, [505609, 785484]
business : 6935442992, 145, 2, [785484, 478446]
economy : 1998000523, 115, 4, [505609, 146273]
economy : 2107270040, 119, 0, [246253, 505609]
economy : 3320790795, 180, 9, [146273, 707174]
economy : 1767612458, 48, 0, [785484, 664949]
economy : 1081249676, 78, 3, [146273, 505609]
economy : 6721418569, 110, 1, [505609, 785484]
economy : 5975055516, 162, 1, [246253, 505609]
economy : 1098888186, 56, 2, [478446, 453718]
business : 2084926243, 129, 3, [505609, 775884]
economy : 2960762859, 200, 2, [775884, 246253]
economy : 2207620911, 77, 7, [224063, 478446]
business : 4029493586, 79, 2, [522419, 707174]
economy : 6963532150, 55, 3, [785484, 505609]
business : 7278393505, 187, 3, [775884, 146273]
economy : 6390250113, 141, 5, [146273, 535877]
economy : 3169759315, 42, 1, [478446, 522419]
business : 5676492713, 50, 5, [598151, 453718]
economy : 4255208294, 143, 2, [478446, 110455]
economy : 5401777514, 45, 4, [453718, 522419]
economy : 2619248297, 110, 2, [118815, 775884]
economy : 5624404067, 59, 1, [110455, 453718]
economy : 8284345659, 123, 3, [110455, 118815]
economy : 6445617735, 155, 1, [453718, 522419]
economy : 5387233752, 55, 2, [453718, 505609]
economy : 3131629916, 119, 4, [707174, 224063]
economy : 1707092079, 99, 3, [707174, 664949]
economy : 4174424799, 120, 4, [146273, 707174]
economy : 7997601900, 127, 1, [785484, 453718]
economy : 1577393062, 77, 0, [453718, 118815]
business : 4293797276, 132, 1, [535877, 453718]
economy : 4516536933, 97, 3, [707174, 775884]
business : 6420783220, 74, 3, [246253, 775884]
economy : 2395588182, 54, 1, [146273, 775884]
economy : 4633130755, 51, 1, [522419, 146273]
business : 2383012174, 44, 2, [505609, 224063]
economy : 8959634832, 155, 1, [775884, 453718]
business : 5991670436, 64, 1, [146273, 664949]
first : 4627766780, 180, 2, [478446, 118815]
business : 2259972766, 198, 1, [522419, 118815]
economy : 2968717849, 52, 1, [775884, 478446]
business : 7462166447, 182, 1, [246253, 522419]
economy : 5431873596, 104, 2, [478446, 785484]
economy : 4538872606, 137, 2, [707174, 118815]
economy : 5267917928, 153, 1, [146273, 535877]
economy : 5916482971, 169, 2, [453718, 505609]
economy : 5385586829, 192, 1, [246253, 118815]
economy : 1223817273, 73, 1, [598151, 505609]
economy : 6996384037, 190, 3, [775884, 453718]
economy : 1481818645, 72, 4, [598151, 775884]
economy : 3842589251, 189, 0, [246253, 707174]
economy : 5174885188, 47, 0, [146273, 246253]
economy : 5856361393, 54, 0, [478446, 146273]
economy : 6434940031, 107, 3, [785484, 775884]
economy : 9876514257, 176, 2, [478446, 775884]
economy : 4190636399, 144, 0, [110455, 598151]
economy : 2544090053, 178, 4, [535877, 775884]
economy : 2780229670, 196, 4, [118815, 664949]
economy : 7730680323, 158, 3, [775884, 598151]
economy : 7857969758, 178, 1, [224063, 118815]
economy : 7763833805, 74, 0, [118815, 246253]
first : 1348173126, 157, 1, [598151, 535877]
economy : 1895150764, 90, 9, [478446, 775884]
economy : 9669141883, 199, 1, [118815, 146273]
business : 7163604050, 153, 0, [246253, 785484]
economy : 9811492878, 63, 2, [535877, 664949]
economy : 4421540037, 102, 2, [478446, 535877]
business : 7973125833, 57, 3, [707174, 664949]
business : 4224194823, 125, 2, [522419, 707174]
economy : 2893062586, 117, 1, [522419, 664949]
business : 4166248015, 55, 1, [775884, 505609]
business : 7828623893, 108, 2, [707174, 535877]
business : 8813772723, 57, 3, [246253, 453718]
economy : 9501281640, 90, 0, [598151, 707174]
economy : 8124060371, 189, 1, [246253, 522419]
economy : 4722151431, 151, 6, [110455, 785484]
business : 5316847135, 49, 0, [785484, 224063]
economy : 6320855268, 108, 7, [522419, 224063]
economy : 8758414694, 139, 2, [664949, 224063]
economy : 5014963270, 142, 3, [246253, 478446]
economy : 8651520599, 157, 0, [785484, 598151]
economy : 8678309040, 136, 1, [598151, 707174]
economy : 2129944287, 107, 8, [664949, 118815]
business : 1983109066, 50, 1, [505609, 478446]
economy : 1370727328, 74, 0, [246253, 522419]
economy : 7476016664, 99, 3, [146273, 246253]
economy : 8713889158, 119, 0, [118815, 246253]
economy : 5783466940, 63, 2, [110455, 246253]
business : 3259181545, 151, 2, [535877, 505609]
business : 1063204017, 170, 0, [535877, 505609]
business : 6634830235, 170, 0, [505609, 707174]
economy : 2741091587, 166, 4, [118815, 110455]
economy : 3249020275, 139, 5, [785484, 224063]
economy : 8375895024, 55, 0, [664949, 598151]
economy : 1676310366, 166, 1, [224063, 110455]
economy : 4510392417, 150, 1, [775884, 118815]
economy : 5623136089, 104, 1, [775884, 246253]
business : 1832774287, 180, 0, [775884, 522419]
economy : 8041461672, 170, 1, [707174, 110455]
business : 6307763638, 50, 2, [598151, 535877]
economy : 4422022764, 90, 1, [785484, 522419]
economy : 9814771913, 182, 9, [110455, 118815]
economy : 2782470586, 46, 2, [785484, 478446]
business : 7652348080, 99, 1, [478446, 505609]
economy : 2177352577, 59, 1, [505609, 707174]
economy : 7242627747, 188, 8, [505609, 522419]
economy : 5886528108, 92, 1, [110455, 246253]
economy : 2001736656, 93, 0, [535877, 453718]
economy : 3970125588, 105, 1, [246253, 478446]
economy : 8031117505, 168, 1, [224063, 785484]
business : 5517014219, 114, 2, [246253, 664949]
economy : 5149189865, 172, 10, [118815, 224063]
economy : 4636630577, 105, 0, [707174, 224063]
economy : 6790369114, 149, 2, [110455, 664949]
economy : 6740851998, 108, 2, [478446, 785484]
economy : 6072663437, 143, 0, [664949, 707174]
economy : 2541608321, 194, 2, [785484, 522419]
economy : 3553135999, 132, 2, [478446, 146273]
economy : 2217611472, 70, 0, [775884, 598151]
economy : 7680165446, 48, 1, [478446, 453718]
economy : 5423927387, 102, 7, [146273, 453718]
business : 2130645565, 168, 4, [224063, 146273]
economy : 8681647980, 156, 3, [707174, 522419]
economy : 1458516718, 169, 1, [146273, 118815]
economy : 1196359853, 84, 0, [453718, 707174]
business : 8967772172, 129, 4, [707174, 478446]
economy : 6428448534, 66, 2, [246253, 505609]
economy : 7037555390, 167, 1, [775884, 505609]
economy : 3451702431, 60, 1, [598151, 110455]
economy : 3667617235, 43, 1, [110455, 146273]
business : 2351794122, 169, 5, [118815, 478446]
economy : 1954110822, 143, 2, [535877, 110455]
economy : 3866364426, 178, 2, [224063, 775884]
economy : 1261011182, 118, 2, [246253, 505609]
economy : 8153962586, 126, 2, [118815, 664949]
economy : 8915739790, 147, 0, [146273, 522419]
economy : 1918329684, 59, 1, [535877, 118815]
economy : 2698940706, 102, 1, [535877, 664949]
business : 2474170008, 132, 5, [785484, 246253]
economy : 7844813653, 190, 2, [453718, 118815]
economy : 8108948135, 169, 7, [707174, 522419]
business : 3981521978, 189, 0, [535877, 110455]
economy : 5520089788, 43, 2, [118815, 664949]
economy : 9721143637, 45, 0, [118815, 224063]
business : 6606920211, 57, 2, [775884, 535877]
economy : 2914936061, 101, 8, [118815, 505609]
economy : 9983640271, 147, 2, [522419, 246253]
economy : 3673720899, 83, 0, [535877, 110455]
economy : 1663930545, 103, 2, [246253, 110455]
business : 5642953801, 88, 2, [478446, 224063]
economy : 8920080255, 77, 3, [522419, 505609]
business : 5819238630, 159, 3, [535877, 775884]
business : 1767359144, 170, 5, [110455, 535877]
business : 2134550327, 42, 2, [246253, 478446]
economy : 6506901262, 136, 3, [505609, 146273]
economy : 1577464126, 116, 5, [110455, 707174]
economy : 4608939341, 189, 1, [785484, 453718]
business : 6827463157, 62, 1, [110455, 224063]
business : 3413419039, 145, 7, [246253, 664949]
economy : 7525489842, 181, 2, [707174, 453718]
economy : 5939127036, 198, 1, [664949, 707174]
economy : 8300578985, 103, 4, [775884, 110455]
economy : 4167009549, 91, 0, [505609, 785484]
economy : 4510024675, 43, 3, [785484, 118815]
economy : 4500851732, 64, 5, [110455, 224063]
economy : 2129146990, 85, 0, [118815, 707174]
economy : 7563461846, 98, 1, [775884, 146273]
economy : 2432105172, 64, 1, [775884, 664949]
business : 9656872612, 43, 0, [453718, 664949]
economy : 8982249794, 80, 5, [246253, 598151]
economy : 4520540360, 191, 6, [664949, 453718]
economy : 6808487966, 46, 3, [664949, 775884]
economy : 4068988550, 180, 0, [110455, 478446]
economy : 4652797454, 149, 2, [775884, 785484]
business : 1796618771, 180, 1, [785484, 535877]
business : 8364840952, 173, 2, [522419, 707174]
business : 2402831632, 194, 9, [224063, 664949]
economy : 5962466199, 179, 3, [478446, 598151]
business : 8694091617, 143, 3, [785484, 110455]
economy : 9176243062, 113, 0, [535877, 664949]
business : 2419613525, 167, 1, [453718, 505609]
business : 2854423804, 141, 1, [146273, 246253]
economy : 2566874792, 119, 2, [224063, 453718]
business : 9633193563, 44, 4, [505609, 707174]
economy : 1126973883, 104, 1, [505609, 522419]
economy : 7963628421, 91, 0, [775884, 110455]
business : 5873112766, 117, 2, [478446, 522419]
economy : 3387076035, 96, 9, [707174, 598151]
economy : 3150406796, 101, 2, [110455, 707174]
economy : 8323931734, 62, 2, [453718, 785484]
economy : 4243466542, 96, 1, [535877, 146273]
economy : 5974203950, 164, 1, [535877, 505609]
economy : 5173618514, 148, 2, [598151, 453718]
economy : 2363786216, 119, 4, [118815, 224063]
economy : 1791026132, 150, 4, [598151, 522419]
economy : 7808826338, 172, 4, [246253, 522419]
economy : 8643092574, 189, 2, [453718, 785484]
business : 5685586283, 43, 3, [478446, 224063]
business : 1503029090, 58, 2, [775884, 664949]
economy : 7338349385, 196, 4, [535877, 664949]
business : 2999443248, 150, 2, [785484, 224063]
business : 9635177490, 114, 1, [707174, 246253]
economy : 6166893641, 72, 2, [246253, 707174]
economy : 3220650289, 117, 7, [224063, 505609]
economy : 2606827457, 141, 1, [785484, 522419]
business : 7379940637, 108, 9, [453718, 664949]
economy : 2235573516, 132, 2, [535877, 118815]
business : 6969896774, 86, 1, [598151, 707174]
business : 8012331981, 99, 0, [110455, 775884]
economy : 9098160183, 169, 2, [146273, 224063]
business : 7129218861, 131, 6, [664949, 775884]
business : 8419968589, 140, 2, [478446, 224063]
business : 2457964818, 147, 0, [785484, 505609]
economy : 3002047561, 115, 2, [522419, 246253]
economy : 5938751588, 194, 5, [453718, 775884]
economy : 5704795764, 133, 3, [522419, 118815]
economy : 6094383984, 161, 2, [246253, 118815]
business : 9134983363, 168, 3, [146273, 453718]
economy : 8917975337, 116, 3, [110455, 664949]
business : 6520851924, 163, 3, [118815, 785484]
economy : 3511103773, 60, 2, [505609, 246253]
economy : 6969732157, 162, 2, [453718, 707174]
economy : 5511990298, 183, 2, [478446, 146273]
business : 7265735918, 193, 0, [785484, 505609]
business : 2579608445, 190, 2, [535877, 146273]
business : 6238979798, 166, 2, [535877, 598151]
economy : 4315527729, 48, 9, [598151, 535877]
business : 4534242931, 75, 4, [785484, 535877]
economy : 6194695307, 160, 3, [478446, 775884]
economy : 6928231252, 74, 1, [110455, 118815]
economy : 6957756819, 186, 1, [146273, 707174]
business : 4294647727, 70, 9, [146273, 535877]
economy : 9654288589, 114, 3, [505609, 118815]
business : 6663553250, 145, 1, [453718, 664949]
economy : 8028324018, 147, 0, [453718, 505609]
business : 5458869977, 185, 1, [478446, 110455]
economy : 7955081953, 80, 1, [664949, 505609]
economy : 5509193516, 122, 0, [478446, 598151]
economy : 9860640886, 46, 2, [522419, 664949]
economy : 7976178775, 181, 2, [775884, 224063]
economy : 2368570028, 74, 0, [775884, 785484]
business : 6053743047, 80, 2, [775884, 110455]
economy : 9739050264, 136, 2, [146273, 785484]
economy : 9722876878, 169, 6, [118815, 775884]
economy : 4166984354, 132, 2, [535877, 478446]
economy : 5189714589, 168, 0, [707174, 664949]
economy : 3504758103, 173, 1, [664949, 535877]
business : 8842361935, 173, 1, [535877, 118815]
economy : 9301516896, 149, 2, [110455, 146273]
economy : 8439639617, 78, 1, [110455, 118815]
economy : 2695547536, 117, 3, [146273, 535877]
business : 1015778617, 185, 2, [522419, 505609]
economy : 7681946703, 170, 2, [707174, 522419]
business : 1308782452, 99, 3, [146273, 535877]
economy : 9100761375, 176, 1, [505609, 664949]
economy : 9286635793, 99, 9, [478446, 775884]
economy : 9124229445, 97, 2, [118815, 146273]
economy : 3769619257, 122, 2, [785484, 118815]
business : 8348707911, 166, 9, [246253, 775884]
economy : 4839586286, 52, 2, [664949, 146273]
economy : 3304056809, 60, 2, [246253, 775884]
economy : 4101121015, 49, 2, [598151, 110455]
business : 8227303210, 40, 8, [246253, 775884]
economy : 4866011816, 76, 0, [775884, 598151]
economy : 7442145341, 154, 1, [478446, 522419]
economy : 6259739003, 125, 2, [775884, 146273]
economy : 7331328962, 63, 2, [775884, 664949]
economy : 2775379763, 126, 1, [146273, 118815]
economy : 4108083668, 179, 1, [598151, 118815]
economy : 4417474697, 193, 0, [146273, 522419]
business : 7630589956, 166, 2, [775884, 453718]
economy : 6361154763, 138, 6, [505609, 118815]
economy : 7407934744, 152, 0, [775884, 478446]
economy : 5786456090, 194, 2, [505609, 478446]
luxury : 4896914925, 76, 2, [110455, 785484]
economy : 9059469706, 73, 1, [453718, 246253]
economy : 9123951566, 186, 0, [535877, 505609]
economy : 8006970812, 151, 3, [707174, 505609]
economy : 8694860570, 166, 0, [522419, 118815]
business : 4713570029, 58, 2, [110455, 522419]
business : 6612240242, 94, 1, [598151, 478446]
economy : 1557169490, 109, 2, [246253, 118815]
economy : 5063777763, 137, 2, [664949, 110455]
economy : 8718656077, 122, 1, [522419, 598151]
business : 1618603452, 97, 1, [785484, 505609]
economy : 4642279704, 119, 3, [598151, 110455]
economy : 4978154508, 173, 2, [478446, 110455]
economy : 8512708245, 191, 1, [478446, 246253]
business : 9315220145, 80, 4, [110455, 478446]
economy : 8345084006, 62, 1, [785484, 598151]
economy : 2520349516, 67, 4, [707174, 664949]
economy : 6472742260, 180, 0, [146273, 110455]
economy : 3788868673, 185, 3, [146273, 664949]
economy : 1710239897, 169, 6, [505609, 664949]
business : 6634332315, 199, 4, [224063, 535877]
business : 6895254967, 181, 1, [224063, 246253]
economy : 6135690375, 166, 4, [664949, 453718]
business : 8319287717, 193, 3, [146273, 453718]
economy : 1110871230, 190, 6, [118815, 246253]
business : 6820574613, 112, 0, [478446, 118815]
economy : 7842021943, 179, 2, [598151, 535877]
economy : 6401292683, 160, 6, [478446, 453718]
business : 3464013203, 190, 0, [246253, 535877]
economy : 1543242961, 45, 1, [453718, 118815]
economy : 6464661854, 141, 1, [146273, 478446]
economy : 2167595049, 113, 3, [453718, 664949]
economy : 9665479427, 80, 1, [775884, 522419]
economy : 2463994761, 62, 0, [785484, 246253]
business : 1662807326, 90, 0, [246253, 224063]
economy : 6341596005, 84, 1, [785484, 246253]
economy : 3688537232, 200, 1, [453718, 478446]
economy : 5557258860, 99, 2, [246253, 775884]
economy : 9274487526, 99, 1, [453718, 246253]
economy : 4002580542, 153, 0, [224063, 775884]
luxury : 7382553178, 67, 0, [224063, 707174]
business : 3687608282, 155, 1, [707174, 535877]
economy : 1142558826, 161, 1, [598151, 535877]
business : 4768245981, 78, 0, [505609, 707174]
economy : 8653217015, 56, 3, [224063, 598151]
business : 9178307657, 179, 3, [453718, 118815]
economy : 8607269034, 142, 0, [707174, 664949]
economy : 5366775363, 168, 1, [118815, 664949]
economy : 2362407384, 185, 1, [453718, 146273]
business : 2445368143, 86, 1, [522419, 146273]
economy : 1010830609, 107, 0, [535877, 478446]
economy : 8199667924, 113, 1, [664949, 110455]
economy : 2734843289, 114, 7, [118815, 110455]
economy : 4409427452, 116, 0, [785484, 224063]
economy : 9966459526, 169, 1, [110455, 478446]
economy : 2898847054, 139, 10, [775884, 246253]
business : 5443333723, 113, 3, [146273, 522419]
economy : 5092763879, 133, 2, [598151, 110455]
business : 6432159103, 146, 1, [775884, 598151]
business : 4772788181, 188, 1, [522419, 505609]
business : 7312928650, 99, 8, [707174, 453718]
economy : 4150878760, 81, 0, [775884, 224063]
economy : 4517271364, 72, 6, [110455, 246253]
business : 2586188769, 142, 0, [522419, 453718]
economy : 1756970480, 155, 2, [535877, 453718]
economy : 8058036186, 91, 5, [246253, 598151]
economy : 3097834851, 97, 3, [785484, 522419]
economy : 6330715299, 107, 1, [224063, 246253]
economy : 4656652120, 135, 3, [453718, 775884]
business : 4755348135, 75, 2, [522419, 146273]
economy : 4527926110, 85, 4, [110455, 707174]
economy : 7239570145, 152, 0, [246253, 522419]
economy : 6547876140, 65, 0, [246253, 505609]
economy : 1204348975, 112, 2, [775884, 224063]
economy : 1031348300, 117, 6, [118815, 505609]
economy : 5495836986, 149, 1, [785484, 118815]
economy : 3359596682, 108, 1, [146273, 598151]
economy : 9725981369, 155, 1, [246253, 453718]
business : 3699240998, 69, 2, [707174, 118815]
economy : 8532918564, 168, 0, [478446, 785484]
economy : 2089607103, 51, 2, [505609, 118815]
economy : 2996174228, 131, 0, [775884, 246253]
business : 1835746249, 102, 8, [478446, 453718]
business : 1229396487, 137, 1, [598151, 224063]
economy : 2703852855, 136, 3, [598151, 775884]
economy : 9922652531, 116, 9, [478446, 775884]
economy : 7668587819, 128, 2, [535877, 478446]
business : 9029367613, 64, 1, [535877, 598151]
economy : 9837968608, 119, 9, [146273, 478446]
business : 2050147414, 44, 3, [522419, 224063]
economy : 6389177271, 128, 2, [522419, 478446]
economy : 5075018439, 42, 7, [110455, 535877]
business : 2707780216, 60, 0, [785484, 775884]
economy : 1508644263, 53, 2, [505609, 598151]
economy : 9987899379, 200, 3, [535877, 505609]
economy : 5688945679, 56, 1, [246253, 146273]
economy : 1590501248, 172, 0, [453718, 478446]
economy : 6432380960, 120, 2, [598151, 535877]
economy : 1639220576, 161, 1, [478446, 110455]
business : 9907501708, 118, 1, [505609, 146273]
economy : 6639474931, 53, 2, [664949, 453718]
economy : 4416441380, 152, 2, [785484, 453718]
economy : 5870417114, 115, 1, [146273, 478446]
economy : 4132281992, 78, 3, [146273, 505609]
business : 8359755591, 164, 0, [505609, 118815]
economy : 7426705268, 50, 1, [522419, 707174]
business : 3553763406, 77, 3, [453718, 535877]
economy : 4768445506, 193, 1, [478446, 535877]
economy : 5400390980, 154, 2, [224063, 535877]
economy : 2366767256, 191, 4, [598151, 146273]
economy : 4572608071, 69, 3, [664949, 118815]
economy : 1376537825, 155, 8, [224063, 535877]
business : 4509515494, 85, 1, [535877, 224063]
economy : 2686230882, 141, 1, [118815, 707174]
economy : 3235239156, 95, 2, [664949, 146273]
economy : 9783027191, 116, 1, [785484, 146273]
economy : 7738672608, 101, 1, [118815, 453718]
business : 2143850817, 161, 2, [505609, 224063]
economy : 2075597473, 127, 7, [118815, 453718]
economy : 1204767125, 101, 2, [535877, 664949]
business : 2665386216, 58, 2, [598151, 110455]
economy : 4453730371, 157, 1, [785484, 664949]
business : 2584110002, 55, 3, [598151, 522419]
economy : 3431001828, 186, 2, [505609, 246253]
economy : 8748403028, 41, 2, [535877, 118815]
economy : 3595000572, 200, 9, [453718, 522419]
economy : 2765820220, 44, 3, [707174, 146273]
economy : 1840143386, 90, 0, [522419, 775884]
business : 9266308592, 153, 1, [118815, 224063]
economy : 6251787269, 56, 3, [246253, 598151]
economy : 1587624807, 75, 0, [478446, 505609]
economy : 8082223012, 113, 3, [224063, 110455]
economy : 4945530394, 84, 1, [110455, 535877]
economy : 5917308323, 74, 1, [224063, 535877]
economy : 1248320454, 84, 6, [478446, 505609]
economy : 8104962524, 95, 2, [118815, 246253]
economy : 5760021152, 188, 1, [478446, 505609]
economy : 5268882195, 46, 2, [224063, 522419]
economy : 2337809421, 97, 1, [707174, 478446]
business : 6510819186, 55, 1, [785484, 598151]
economy : 6299102665, 122, 1, [110455, 146273]
economy : 9428848447, 121, 1, [598151, 478446]
economy : 8875839460, 46, 2, [505609, 246253]
business : 5084755929, 73, 9, [246253, 146273]
economy : 5458096607, 184, 3, [118815, 707174]
economy : 6370279010, 85, 1, [785484, 146273]
economy : 4577519094, 72, 2, [146273, 453718]
economy : 8221919931, 75, 0, [453718, 118815]
economy : 5500542289, 173, 1, [664949, 118815]
economy : 3584709581, 182, 2, [110455, 707174]
economy : 9185362509, 95, 1, [118815, 707174]
economy : 3257103869, 177, 0, [453718, 664949]
economy : 2978957944, 105, 5, [224063, 535877]
business : 4558873846, 191, 2, [785484, 775884]
business : 7663050088, 195, 2, [146273, 110455]
economy : 2359504920, 105, 4, [453718, 522419]
economy : 4742207641, 52, 9, [522419, 146273]
business : 7606797747, 46, 0, [224063, 118815]
economy : 1033700555, 88, 2, [775884, 535877]
business : 3012341443, 62, 2, [478446, 535877]
business : 8487110917, 182, 0, [246253, 535877]
economy : 9406248131, 194, 2, [598151, 453718]
economy : 6327173223, 90, 5, [598151, 246253]
business : 9611426898, 54, 3, [664949, 110455]
business : 7572076868, 196, 0, [453718, 246253]
business : 1159141704, 46, 2, [146273, 664949]
economy : 1078489018, 101, 7, [110455, 522419]
economy : 4038801007, 187, 1, [118815, 146273]
economy : 1655811969, 152, 2, [110455, 146273]
economy : 6881096378, 175, 1, [110455, 478446]
economy : 8096089142, 95, 2, [707174, 478446]
economy : 4729604898, 131, 2, [598151, 146273]
business : 7898064545, 143, 2, [598151, 664949]
economy : 8094437918, 151, 2, [598151, 505609]
economy : 6769288223, 174, 10, [775884, 146273]
economy : 5167278202, 162, 0, [146273, 785484]
business : 4617550172, 113, 2, [246253, 535877]
economy : 9590834462, 159, 2, [118815, 535877]
business : 6232899818, 161, 6, [246253, 478446]
economy : 7064796846, 196, 0, [505609, 224063]
economy : 1045184182, 152, 1, [453718, 522419]
business : 1085113125, 144, 1, [785484, 110455]
economy : 5724415708, 65, 2, [664949, 707174]
economy : 7937136229, 94, 0, [664949, 118815]
business : 5130483877, 53, 1, [522419, 478446]
economy : 4167095772, 193, 4, [110455, 664949]
economy : 4276365972, 190, 2, [224063, 478446]
economy : 2250596791, 123, 1, [505609, 785484]
business : 9668617770, 153, 1, [775884, 505609]
business : 6012282025, 196, 3, [535877, 224063]
economy : 5785378768, 142, 3, [110455, 246253]
economy : 2673284942, 41, 0, [453718, 598151]
economy : 5219268345, 99, 3, [118815, 453718]
economy : 2698577850, 44, 2, [110455, 707174]
business : 2801196201, 62, 2, [707174, 785484]
economy : 9628813015, 75, 1, [505609, 110455]
business : 6692952465, 101, 2, [664949, 246253]
economy : 7321676521, 180, 1, [246253, 535877]
economy : 1688855986, 52, 3, [598151, 535877]
economy : 9545782838, 128, 2, [664949, 478446]
business : 7990339862, 156, 0, [598151, 707174]
economy : 4890170858, 155, 0, [598151, 110455]
business : 2717186367, 55, 0, [146273, 785484]
economy : 8115634753, 167, 2, [224063, 146273]
economy : 7272264415, 53, 1, [246253, 224063]
economy : 8622329826, 148, 0, [478446, 224063]
economy : 5280339638, 187, 2, [246253, 224063]
economy : 5245659209, 70, 0, [707174, 146273]
economy : 4131735383, 172, 2, [535877, 598151]
economy : 7117425985, 175, 1, [535877, 505609]
economy : 9407590985, 105, 9, [522419, 598151]
business : 8536077034, 76, 1, [785484, 707174]
economy : 7562984549, 150, 2, [598151, 664949]
business : 8625691185, 199, 1, [478446, 598151]
business : 4534247480, 57, 0, [224063, 146273]
economy : 7805868073, 164, 5, [118815, 598151]
business : 5169220774, 122, 2, [146273, 785484]
business : 9613479930, 147, 1, [775884, 535877]
economy : 2617616287, 123, 2, [535877, 785484]
economy : 7969571033, 97, 1, [118815, 505609]
economy : 4745032847, 146, 2, [246253, 785484]
economy : 6261096545, 73, 0, [522419, 598151]
economy : 4113195962, 54, 2, [505609, 146273]
business : 5817783515, 43, 8, [505609, 785484]
economy : 5508826609, 143, 3, [664949, 535877]
economy : 4688367037, 139, 1, [598151, 522419]
economy : 9527372836, 108, 0, [453718, 110455]
business : 2681695883, 72, 2, [707174, 453718]
business : 5990434800, 176, 1, [453718, 664949]
economy : 7866053762, 90, 3, [453718, 146273]
business : 9455709039, 65, 2, [598151, 785484]
economy : 8636159194, 116, 5, [478446, 224063]
economy : 5488648136, 117, 2, [535877, 246253]
economy : 2469052504, 45, 0, [224063, 664949]
business : 7544524824, 94, 3, [785484, 598151]
economy : 8827035089, 158, 0, [453718, 118815]
economy : 7688870815, 198, 2, [598151, 505609]
business : 6829415164, 145, 6, [522419, 246253]
economy : 3600885441, 111, 1, [224063, 505609]
economy : 9222139851, 176, 2, [224063, 598151]
economy : 9948812466, 42, 2, [478446, 453718]
economy : 5515913360, 58, 2, [522419, 505609]
economy : 8546747818, 129, 2, [478446, 505609]
economy : 7575824616, 175, 8, [478446, 453718]
business : 5087891490, 93, 3, [664949, 110455]
business : 4828635101, 194, 2, [118815, 453718]
economy : 7491606728, 196, 1, [522419, 505609]
business : 3826924830, 138, 3, [775884, 146273]
economy : 8654739446, 161, 3, [707174, 505609]
economy : 6949123554, 162, 1, [598151, 505609]
economy : 7165564087, 57, 2, [478446, 110455]
economy : 5748566823, 188, 4, [453718, 664949]
economy : 4367998867, 77, 1, [146273, 478446]
business : 2580143715, 124, 1, [707174, 246253]
economy : 8363567039, 150, 1, [110455, 224063]
economy : 1790169494, 58, 0, [522419, 224063]
economy : 6412305281, 68, 7, [664949, 707174]
economy : 7556346090, 86, 2, [535877, 505609]
economy : 9463872641, 108, 4, [505609, 775884]
economy : 5324718799, 122, 0, [246253, 707174]
economy : 5595362297, 193, 5, [785484, 110455]
economy : 5661130541, 89, 8, [246253, 505609]
economy : 2104550260, 41, 3, [535877, 707174]
economy : 9571958551, 126, 0, [535877, 505609]
economy : 5576089791, 58, 2, [664949, 224063]
economy : 7260358404, 191, 4, [522419, 707174]
economy : 6506730751, 45, 2, [707174, 664949]
economy : 1620343714, 62, 10, [535877, 224063]
economy : 9705645011, 150, 1, [505609, 785484]
business : 6056997462, 168, 2, [505609, 146273]
economy : 8360153782, 170, 0, [118815, 224063]
economy : 2529066603, 129, 0, [478446, 522419]
economy : 5084654981, 176, 0, [535877, 785484]
economy : 7776190972, 139, 5, [246253, 785484]
economy : 3501102486, 183, 2, [146273, 453718]
business : 7002761382, 105, 0, [110455, 598151]
business : 7293030500, 171, 2, [535877, 453718]
business : 4561931157, 50, 1, [453718, 775884]
economy : 3591353696, 69, 0, [118815, 146273]
economy : 6186010966, 139, 1, [707174, 110455]
business : 2479130199, 160, 3, [478446, 146273]
economy : 1472460835, 122, 1, [453718, 246253]
business : 7052881730, 110, 0, [505609, 118815]
business : 1124000275, 49, 1, [785484, 775884]
business : 9465679743, 190, 0, [598151, 505609]
business : 9986159426, 107, 2, [146273, 598151]
economy : 5869817482, 134, 6, [146273, 110455]
economy : 8429791190, 152, 2, [522419, 598151]
economy : 5516171987, 177, 2, [478446, 775884]
economy : 1561910753, 66, 3, [118815, 453718]
economy : 9404287675, 88, 1, [224063, 522419]
business : 4088152838, 85, 0, [246253, 505609]
